n:1 mse_avg:0.01 mse_y:0.01 mse_u:0.01 mse_v:0.01 psnr_avg:67.46 psnr_y:67.45 psnr_u:67.48 psnr_v:67.48 
n:2 mse_avg:0.11 mse_y:0.12 mse_u:0.10 mse_v:0.10 psnr_avg:57.61 psnr_y:57.33 psnr_u:58.11 psnr_v:58.34 
n:3 mse_avg:0.11 mse_y:0.12 mse_u:0.09 mse_v:0.09 psnr_avg:57.71 psnr_y:57.37 psnr_u:58.36 psnr_v:58.57 
n:4 mse_avg:0.11 mse_y:0.12 mse_u:0.10 mse_v:0.09 psnr_avg:57.70 psnr_y:57.38 psnr_u:58.33 psnr_v:58.50 
n:5 mse_avg:0.11 mse_y:0.12 mse_u:0.09 mse_v:0.09 psnr_avg:57.64 psnr_y:57.27 psnr_u:58.37 psnr_v:58.57 
n:6 mse_avg:0.11 mse_y:0.12 mse_u:0.09 mse_v:0.09 psnr_avg:57.74 psnr_y:57.38 psnr_u:58.47 psnr_v:58.66 
n:7 mse_avg:0.11 mse_y:0.12 mse_u:0.10 mse_v:0.09 psnr_avg:57.58 psnr_y:57.21 psnr_u:58.32 psnr_v:58.50 
n:8 mse_avg:0.11 mse_y:0.12 mse_u:0.09 mse_v:0.09 psnr_avg:57.63 psnr_y:57.24 psnr_u:58.47 psnr_v:58.62 
n:9 mse_avg:0.11 mse_y:0.12 mse_u:0.09 mse_v:0.09 psnr_avg:57.57 psnr_y:57.19 psnr_u:58.39 psnr_v:58.56 
n:10 mse_avg:0.11 mse_y:0.12 mse_u:0.09 mse_v:0.09 psnr_avg:57.64 psnr_y:57.24 psnr_u:58.48 psnr_v:58.66 
n:11 mse_avg:0.11 mse_y:0.12 mse_u:0.09 mse_v:0.09 psnr_avg:57.65 psnr_y:57.24 psnr_u:58.51 psnr_v:58.69 
n:12 mse_avg:0.11 mse_y:0.12 mse_u:0.09 mse_v:0.09 psnr_avg:57.68 psnr_y:57.29 psnr_u:58.51 psnr_v:58.70 
n:13 mse_avg:0.11 mse_y:0.12 mse_u:0.09 mse_v:0.09 psnr_avg:57.64 psnr_y:57.24 psnr_u:58.51 psnr_v:58.69 
n:14 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.10 psnr_avg:57.28 psnr_y:57.01 psnr_u:57.83 psnr_v:57.93 
n:15 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.10 psnr_avg:57.24 psnr_y:56.95 psnr_u:57.83 psnr_v:57.93 
n:16 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.10 psnr_avg:57.29 psnr_y:56.99 psnr_u:57.91 psnr_v:58.00 
n:17 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.10 psnr_avg:57.30 psnr_y:57.01 psnr_u:57.90 psnr_v:57.98 
n:18 mse_avg:0.12 mse_y:0.13 mse_u:0.10 mse_v:0.10 psnr_avg:57.34 psnr_y:57.04 psnr_u:57.96 psnr_v:58.02 
n:19 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.10 psnr_avg:57.24 psnr_y:56.95 psnr_u:57.84 psnr_v:57.92 
n:20 mse_avg:0.12 mse_y:0.13 mse_u:0.10 mse_v:0.10 psnr_avg:57.30 psnr_y:57.00 psnr_u:57.96 psnr_v:58.02 
n:21 mse_avg:0.12 mse_y:0.13 mse_u:0.10 mse_v:0.10 psnr_avg:57.29 psnr_y:56.96 psnr_u:57.98 psnr_v:58.05 
n:22 mse_avg:0.12 mse_y:0.13 mse_u:0.10 mse_v:0.10 psnr_avg:57.30 psnr_y:56.99 psnr_u:57.94 psnr_v:58.01 
n:23 mse_avg:0.12 mse_y:0.13 mse_u:0.10 mse_v:0.10 psnr_avg:57.34 psnr_y:57.00 psnr_u:58.07 psnr_v:58.15 
n:24 mse_avg:0.12 mse_y:0.13 mse_u:0.10 mse_v:0.10 psnr_avg:57.37 psnr_y:57.01 psnr_u:58.14 psnr_v:58.22 
n:25 mse_avg:0.12 mse_y:0.13 mse_u:0.10 mse_v:0.10 psnr_avg:57.40 psnr_y:57.07 psnr_u:58.09 psnr_v:58.18 
n:26 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.19 psnr_y:57.00 psnr_u:57.59 psnr_v:57.62 
n:27 mse_avg:0.13 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.11 psnr_y:56.86 psnr_u:57.64 psnr_v:57.67 
n:28 mse_avg:0.13 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.16 psnr_y:56.91 psnr_u:57.68 psnr_v:57.70 
n:29 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:57.10 psnr_y:56.81 psnr_u:57.71 psnr_v:57.76 
n:30 mse_avg:0.13 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.13 psnr_y:56.84 psnr_u:57.75 psnr_v:57.81 
n:31 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:57.05 psnr_y:56.77 psnr_u:57.64 psnr_v:57.67 
n:32 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.17 psnr_y:56.89 psnr_u:57.78 psnr_v:57.79 
n:33 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:57.07 psnr_y:56.80 psnr_u:57.64 psnr_v:57.68 
n:34 mse_avg:0.13 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.15 psnr_y:56.84 psnr_u:57.81 psnr_v:57.87 
n:35 mse_avg:0.13 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.14 psnr_y:56.84 psnr_u:57.78 psnr_v:57.85 
n:36 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.18 psnr_y:56.88 psnr_u:57.81 psnr_v:57.85 
n:37 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:57.12 psnr_y:56.82 psnr_u:57.78 psnr_v:57.81 
n:38 mse_avg:0.13 mse_y:0.14 mse_u:0.12 mse_v:0.12 psnr_avg:57.01 psnr_y:56.79 psnr_u:57.49 psnr_v:57.50 
n:39 mse_avg:0.13 mse_y:0.14 mse_u:0.12 mse_v:0.11 psnr_avg:56.96 psnr_y:56.71 psnr_u:57.51 psnr_v:57.52 
n:40 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:57.04 psnr_y:56.78 psnr_u:57.61 psnr_v:57.63 
n:41 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:56.99 psnr_y:56.74 psnr_u:57.54 psnr_v:57.56 
n:42 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:57.04 psnr_y:56.78 psnr_u:57.62 psnr_v:57.63 
n:43 mse_avg:0.13 mse_y:0.14 mse_u:0.12 mse_v:0.12 psnr_avg:56.95 psnr_y:56.70 psnr_u:57.52 psnr_v:57.51 
n:44 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:56.98 psnr_y:56.73 psnr_u:57.55 psnr_v:57.55 
n:45 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:56.97 psnr_y:56.68 psnr_u:57.62 psnr_v:57.63 
n:46 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:57.07 psnr_y:56.77 psnr_u:57.73 psnr_v:57.75 
n:47 mse_avg:0.13 mse_y:0.14 mse_u:0.12 mse_v:0.12 psnr_avg:56.96 psnr_y:56.71 psnr_u:57.51 psnr_v:57.52 
n:48 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:57.07 psnr_y:56.82 psnr_u:57.62 psnr_v:57.61 
n:49 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.11 psnr_avg:56.97 psnr_y:56.70 psnr_u:57.59 psnr_v:57.58 
n:50 mse_avg:0.13 mse_y:0.14 mse_u:0.11 mse_v:0.12 psnr_avg:57.03 psnr_y:56.80 psnr_u:57.53 psnr_v:57.51 
n:51 mse_avg:0.01 mse_y:0.01 mse_u:0.01 mse_v:0.01 psnr_avg:67.71 psnr_y:68.05 psnr_u:67.15 psnr_v:67.05 
n:52 mse_avg:0.07 mse_y:0.08 mse_u:0.05 mse_v:0.05 psnr_avg:59.63 psnr_y:59.05 psnr_u:60.86 psnr_v:61.32 
n:53 mse_avg:0.11 mse_y:0.13 mse_u:0.08 mse_v:0.08 psnr_avg:57.59 psnr_y:57.01 psnr_u:58.86 psnr_v:59.21 
n:54 mse_avg:0.11 mse_y:0.13 mse_u:0.09 mse_v:0.08 psnr_avg:57.55 psnr_y:57.02 psnr_u:58.75 psnr_v:59.02 
n:55 mse_avg:0.12 mse_y:0.13 mse_u:0.10 mse_v:0.09 psnr_avg:57.35 psnr_y:56.91 psnr_u:58.28 psnr_v:58.46 
n:56 mse_avg:0.12 mse_y:0.13 mse_u:0.10 mse_v:0.09 psnr_avg:57.38 psnr_y:56.98 psnr_u:58.26 psnr_v:58.41 
n:57 mse_avg:0.13 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.16 psnr_y:56.90 psnr_u:57.71 psnr_v:57.76 
n:58 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.20 psnr_y:56.91 psnr_u:57.81 psnr_v:57.86 
n:59 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.19 psnr_y:56.90 psnr_u:57.81 psnr_v:57.88 
n:60 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.10 psnr_avg:57.24 psnr_y:56.94 psnr_u:57.88 psnr_v:57.93 
n:61 mse_avg:0.12 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.20 psnr_y:56.89 psnr_u:57.87 psnr_v:57.91 
n:62 mse_avg:0.13 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.13 psnr_y:56.93 psnr_u:57.55 psnr_v:57.56 
n:63 mse_avg:0.13 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.13 psnr_y:56.88 psnr_u:57.67 psnr_v:57.71 
n:64 mse_avg:0.13 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.13 psnr_y:56.87 psnr_u:57.66 psnr_v:57.71 
n:65 mse_avg:0.13 mse_y:0.13 mse_u:0.11 mse_v:0.11 psnr_avg:57.12 psnr_y:56.88 psnr_u:57.61 psnr_v:57.66 
