n:1 mse_avg:4.94 mse_y:6.62 mse_u:1.73 mse_v:1.41 psnr_avg:41.20 psnr_y:39.92 psnr_u:45.75 psnr_v:46.63 
n:2 mse_avg:5.80 mse_y:7.92 mse_u:1.69 mse_v:1.39 psnr_avg:40.50 psnr_y:39.14 psnr_u:45.86 psnr_v:46.71 
n:3 mse_avg:6.61 mse_y:9.15 mse_u:1.70 mse_v:1.39 psnr_avg:39.93 psnr_y:38.52 psnr_u:45.84 psnr_v:46.70 
n:4 mse_avg:7.15 mse_y:9.94 mse_u:1.73 mse_v:1.42 psnr_avg:39.59 psnr_y:38.16 psnr_u:45.76 psnr_v:46.61 
n:5 mse_avg:7.76 mse_y:10.84 mse_u:1.79 mse_v:1.45 psnr_avg:39.23 psnr_y:37.78 psnr_u:45.61 psnr_v:46.52 
n:6 mse_avg:7.71 mse_y:10.76 mse_u:1.77 mse_v:1.45 psnr_avg:39.26 psnr_y:37.81 psnr_u:45.65 psnr_v:46.51 
n:7 mse_avg:7.96 mse_y:11.13 mse_u:1.78 mse_v:1.46 psnr_avg:39.12 psnr_y:37.67 psnr_u:45.63 psnr_v:46.49 
n:8 mse_avg:8.15 mse_y:11.40 mse_u:1.81 mse_v:1.49 psnr_avg:39.02 psnr_y:37.56 psnr_u:45.56 psnr_v:46.41 
n:9 mse_avg:8.63 mse_y:12.10 mse_u:1.87 mse_v:1.51 psnr_avg:38.77 psnr_y:37.30 psnr_u:45.41 psnr_v:46.33 
n:10 mse_avg:8.40 mse_y:11.77 mse_u:1.83 mse_v:1.50 psnr_avg:38.89 psnr_y:37.42 psnr_u:45.50 psnr_v:46.37 
n:11 mse_avg:8.49 mse_y:11.90 mse_u:1.83 mse_v:1.50 psnr_avg:38.84 psnr_y:37.37 psnr_u:45.51 psnr_v:46.37 
n:12 mse_avg:8.61 mse_y:12.07 mse_u:1.84 mse_v:1.51 psnr_avg:38.78 psnr_y:37.31 psnr_u:45.49 psnr_v:46.35 
n:13 mse_avg:9.11 mse_y:12.80 mse_u:1.89 mse_v:1.54 psnr_avg:38.54 psnr_y:37.06 psnr_u:45.36 psnr_v:46.26 
n:14 mse_avg:8.72 mse_y:12.23 mse_u:1.86 mse_v:1.53 psnr_avg:38.73 psnr_y:37.26 psnr_u:45.44 psnr_v:46.27 
n:15 mse_avg:8.72 mse_y:12.24 mse_u:1.86 mse_v:1.54 psnr_avg:38.72 psnr_y:37.25 psnr_u:45.43 psnr_v:46.27 
n:16 mse_avg:8.87 mse_y:12.45 mse_u:1.87 mse_v:1.55 psnr_avg:38.65 psnr_y:37.18 psnr_u:45.41 psnr_v:46.23 
n:17 mse_avg:9.32 mse_y:13.10 mse_u:1.95 mse_v:1.58 psnr_avg:38.44 psnr_y:36.96 psnr_u:45.23 psnr_v:46.15 
n:18 mse_avg:9.11 mse_y:12.79 mse_u:1.95 mse_v:1.59 psnr_avg:38.53 psnr_y:37.06 psnr_u:45.23 psnr_v:46.13 
n:19 mse_avg:9.29 mse_y:13.04 mse_u:1.97 mse_v:1.60 psnr_avg:38.45 psnr_y:36.98 psnr_u:45.18 psnr_v:46.09 
n:20 mse_avg:9.41 mse_y:13.21 mse_u:2.01 mse_v:1.61 psnr_avg:38.39 psnr_y:36.92 psnr_u:45.10 psnr_v:46.05 
n:21 mse_avg:9.78 mse_y:13.73 mse_u:2.07 mse_v:1.69 psnr_avg:38.23 psnr_y:36.76 psnr_u:44.96 psnr_v:45.86 
n:22 mse_avg:9.39 mse_y:13.17 mse_u:2.02 mse_v:1.64 psnr_avg:38.40 psnr_y:36.94 psnr_u:45.07 psnr_v:45.99 
n:23 mse_avg:9.41 mse_y:13.20 mse_u:2.03 mse_v:1.64 psnr_avg:38.39 psnr_y:36.92 psnr_u:45.06 psnr_v:45.99 
n:24 mse_avg:9.37 mse_y:13.13 mse_u:2.03 mse_v:1.65 psnr_avg:38.42 psnr_y:36.95 psnr_u:45.05 psnr_v:45.96 
n:25 mse_avg:9.92 mse_y:13.93 mse_u:2.10 mse_v:1.69 psnr_avg:38.17 psnr_y:36.69 psnr_u:44.92 psnr_v:45.85 
n:26 mse_avg:9.46 mse_y:13.25 mse_u:2.06 mse_v:1.70 psnr_avg:38.37 psnr_y:36.91 psnr_u:44.98 psnr_v:45.83 
n:27 mse_avg:9.44 mse_y:13.22 mse_u:2.07 mse_v:1.70 psnr_avg:38.38 psnr_y:36.92 psnr_u:44.97 psnr_v:45.82 
n:28 mse_avg:9.39 mse_y:13.13 mse_u:2.08 mse_v:1.71 psnr_avg:38.41 psnr_y:36.95 psnr_u:44.95 psnr_v:45.81 
n:29 mse_avg:9.98 mse_y:14.00 mse_u:2.14 mse_v:1.74 psnr_avg:38.14 psnr_y:36.67 psnr_u:44.82 psnr_v:45.72 
n:30 mse_avg:9.52 mse_y:13.30 mse_u:2.13 mse_v:1.75 psnr_avg:38.35 psnr_y:36.89 psnr_u:44.84 psnr_v:45.71 
n:31 mse_avg:9.54 mse_y:13.33 mse_u:2.15 mse_v:1.76 psnr_avg:38.34 psnr_y:36.88 psnr_u:44.81 psnr_v:45.68 
n:32 mse_avg:9.70 mse_y:13.56 mse_u:2.18 mse_v:1.78 psnr_avg:38.26 psnr_y:36.81 psnr_u:44.75 psnr_v:45.62 
n:33 mse_avg:10.25 mse_y:14.36 mse_u:2.27 mse_v:1.82 psnr_avg:38.02 psnr_y:36.56 psnr_u:44.57 psnr_v:45.52 
n:34 mse_avg:9.83 mse_y:13.73 mse_u:2.21 mse_v:1.81 psnr_avg:38.21 psnr_y:36.75 psnr_u:44.68 psnr_v:45.55 
n:35 mse_avg:9.74 mse_y:13.61 mse_u:2.22 mse_v:1.81 psnr_avg:38.24 psnr_y:36.79 psnr_u:44.68 psnr_v:45.56 
n:36 mse_avg:9.86 mse_y:13.78 mse_u:2.21 mse_v:1.81 psnr_avg:38.19 psnr_y:36.74 psnr_u:44.68 psnr_v:45.55 
n:37 mse_avg:10.16 mse_y:14.21 mse_u:2.27 mse_v:1.84 psnr_avg:38.06 psnr_y:36.60 psnr_u:44.58 psnr_v:45.47 
n:38 mse_avg:9.65 mse_y:13.47 mse_u:2.21 mse_v:1.83 psnr_avg:38.28 psnr_y:36.84 psnr_u:44.68 psnr_v:45.52 
n:39 mse_avg:9.63 mse_y:13.43 mse_u:2.21 mse_v:1.83 psnr_avg:38.30 psnr_y:36.85 psnr_u:44.69 psnr_v:45.50 
n:40 mse_avg:9.60 mse_y:13.38 mse_u:2.22 mse_v:1.83 psnr_avg:38.31 psnr_y:36.86 psnr_u:44.67 psnr_v:45.50 
n:41 mse_avg:10.19 mse_y:14.22 mse_u:2.32 mse_v:1.90 psnr_avg:38.05 psnr_y:36.60 psnr_u:44.47 psnr_v:45.34 
n:42 mse_avg:9.86 mse_y:13.75 mse_u:2.28 mse_v:1.89 psnr_avg:38.19 psnr_y:36.75 psnr_u:44.55 psnr_v:45.38 
n:43 mse_avg:9.93 mse_y:13.85 mse_u:2.31 mse_v:1.90 psnr_avg:38.16 psnr_y:36.72 psnr_u:44.50 psnr_v:45.34 
n:44 mse_avg:10.02 mse_y:13.96 mse_u:2.34 mse_v:1.93 psnr_avg:38.12 psnr_y:36.68 psnr_u:44.44 psnr_v:45.28 
