n:1 mse_avg:1.03 mse_y:1.37 mse_u:0.32 mse_v:0.38 psnr_avg:48.00 psnr_y:46.77 psnr_u:53.06 psnr_v:52.31 
n:2 mse_avg:1.38 mse_y:1.87 mse_u:0.35 mse_v:0.46 psnr_avg:46.72 psnr_y:45.40 psnr_u:52.75 psnr_v:51.54 
n:3 mse_avg:1.48 mse_y:2.01 mse_u:0.35 mse_v:0.46 psnr_avg:46.44 psnr_y:45.10 psnr_u:52.64 psnr_v:51.47 
n:4 mse_avg:1.60 mse_y:2.18 mse_u:0.36 mse_v:0.48 psnr_avg:46.10 psnr_y:44.74 psnr_u:52.52 psnr_v:51.30 
n:5 mse_avg:1.76 mse_y:2.43 mse_u:0.37 mse_v:0.51 psnr_avg:45.66 psnr_y:44.28 psnr_u:52.45 psnr_v:51.02 
n:6 mse_avg:1.81 mse_y:2.49 mse_u:0.37 mse_v:0.53 psnr_avg:45.55 psnr_y:44.16 psnr_u:52.42 psnr_v:50.88 
n:7 mse_avg:2.43 mse_y:3.36 mse_u:0.52 mse_v:0.63 psnr_avg:44.28 psnr_y:42.87 psnr_u:51.00 psnr_v:50.11 
n:8 mse_avg:2.27 mse_y:3.13 mse_u:0.50 mse_v:0.60 psnr_avg:44.57 psnr_y:43.17 psnr_u:51.18 psnr_v:50.34 
n:9 mse_avg:2.24 mse_y:3.08 mse_u:0.49 mse_v:0.60 psnr_avg:44.64 psnr_y:43.24 psnr_u:51.21 psnr_v:50.37 
n:10 mse_avg:2.23 mse_y:3.07 mse_u:0.49 mse_v:0.60 psnr_avg:44.66 psnr_y:43.26 psnr_u:51.22 psnr_v:50.38 
n:11 mse_avg:2.27 mse_y:3.13 mse_u:0.49 mse_v:0.60 psnr_avg:44.57 psnr_y:43.17 psnr_u:51.23 psnr_v:50.38 
n:12 mse_avg:2.14 mse_y:2.94 mse_u:0.49 mse_v:0.59 psnr_avg:44.82 psnr_y:43.45 psnr_u:51.21 psnr_v:50.41 
n:13 mse_avg:2.16 mse_y:2.96 mse_u:0.49 mse_v:0.60 psnr_avg:44.79 psnr_y:43.41 psnr_u:51.20 psnr_v:50.38 
n:14 mse_avg:2.20 mse_y:3.02 mse_u:0.50 mse_v:0.60 psnr_avg:44.71 psnr_y:43.33 psnr_u:51.17 psnr_v:50.34 
n:15 mse_avg:2.32 mse_y:3.19 mse_u:0.50 mse_v:0.63 psnr_avg:44.48 psnr_y:43.09 psnr_u:51.12 psnr_v:50.15 
n:16 mse_avg:2.09 mse_y:2.86 mse_u:0.50 mse_v:0.61 psnr_avg:44.93 psnr_y:43.57 psnr_u:51.17 psnr_v:50.26 
n:17 mse_avg:2.09 mse_y:2.86 mse_u:0.50 mse_v:0.61 psnr_avg:44.93 psnr_y:43.57 psnr_u:51.17 psnr_v:50.25 
n:18 mse_avg:2.07 mse_y:2.83 mse_u:0.50 mse_v:0.62 psnr_avg:44.97 psnr_y:43.61 psnr_u:51.16 psnr_v:50.23 
n:19 mse_avg:2.27 mse_y:3.11 mse_u:0.51 mse_v:0.66 psnr_avg:44.57 psnr_y:43.20 psnr_u:51.05 psnr_v:49.94 
n:20 mse_avg:2.16 mse_y:2.96 mse_u:0.50 mse_v:0.64 psnr_avg:44.78 psnr_y:43.42 psnr_u:51.12 psnr_v:50.04 
n:21 mse_avg:2.17 mse_y:2.97 mse_u:0.50 mse_v:0.64 psnr_avg:44.77 psnr_y:43.41 psnr_u:51.13 psnr_v:50.07 
n:22 mse_avg:2.21 mse_y:3.03 mse_u:0.50 mse_v:0.64 psnr_avg:44.69 psnr_y:43.32 psnr_u:51.12 psnr_v:50.06 
n:23 mse_avg:2.24 mse_y:3.07 mse_u:0.50 mse_v:0.64 psnr_avg:44.63 psnr_y:43.26 psnr_u:51.13 psnr_v:50.05 
n:24 mse_avg:2.11 mse_y:2.88 mse_u:0.50 mse_v:0.63 psnr_avg:44.89 psnr_y:43.54 psnr_u:51.15 psnr_v:50.14 
n:25 mse_avg:2.08 mse_y:2.85 mse_u:0.50 mse_v:0.63 psnr_avg:44.94 psnr_y:43.59 psnr_u:51.17 psnr_v:50.15 
n:26 mse_avg:2.17 mse_y:2.97 mse_u:0.51 mse_v:0.65 psnr_avg:44.76 psnr_y:43.41 psnr_u:51.09 psnr_v:50.01 
n:27 mse_avg:2.17 mse_y:2.97 mse_u:0.50 mse_v:0.65 psnr_avg:44.77 psnr_y:43.41 psnr_u:51.14 psnr_v:50.00 
n:28 mse_avg:2.12 mse_y:2.90 mse_u:0.50 mse_v:0.64 psnr_avg:44.87 psnr_y:43.51 psnr_u:51.14 psnr_v:50.06 
n:29 mse_avg:2.15 mse_y:2.94 mse_u:0.50 mse_v:0.64 psnr_avg:44.81 psnr_y:43.45 psnr_u:51.15 psnr_v:50.05 
n:30 mse_avg:2.21 mse_y:3.03 mse_u:0.50 mse_v:0.65 psnr_avg:44.69 psnr_y:43.32 psnr_u:51.12 psnr_v:50.01 
n:31 mse_avg:2.35 mse_y:3.22 mse_u:0.51 mse_v:0.67 psnr_avg:44.43 psnr_y:43.05 psnr_u:51.08 psnr_v:49.85 
n:32 mse_avg:2.12 mse_y:2.89 mse_u:0.50 mse_v:0.66 psnr_avg:44.87 psnr_y:43.53 psnr_u:51.14 psnr_v:49.96 
n:33 mse_avg:2.08 mse_y:2.83 mse_u:0.50 mse_v:0.65 psnr_avg:44.95 psnr_y:43.61 psnr_u:51.16 psnr_v:49.98 
n:34 mse_avg:2.07 mse_y:2.82 mse_u:0.50 mse_v:0.65 psnr_avg:44.97 psnr_y:43.63 psnr_u:51.16 psnr_v:49.98 
n:35 mse_avg:2.09 mse_y:2.85 mse_u:0.50 mse_v:0.66 psnr_avg:44.92 psnr_y:43.58 psnr_u:51.16 psnr_v:49.95 
n:36 mse_avg:2.02 mse_y:2.74 mse_u:0.49 mse_v:0.65 psnr_avg:45.09 psnr_y:43.76 psnr_u:51.19 psnr_v:50.01 
