n:1 mse_avg:1.57 mse_y:2.18 mse_u:0.37 mse_v:0.33 psnr_avg:46.18 psnr_y:44.75 psnr_u:52.49 psnr_v:52.94 
n:2 mse_avg:2.75 mse_y:3.94 mse_u:0.37 mse_v:0.34 psnr_avg:43.74 psnr_y:42.17 psnr_u:52.39 psnr_v:52.85 
n:3 mse_avg:3.01 mse_y:4.33 mse_u:0.39 mse_v:0.35 psnr_avg:43.35 psnr_y:41.77 psnr_u:52.22 psnr_v:52.69 
n:4 mse_avg:3.54 mse_y:5.12 mse_u:0.41 mse_v:0.37 psnr_avg:42.64 psnr_y:41.04 psnr_u:51.97 psnr_v:52.47 
n:5 mse_avg:3.31 mse_y:4.77 mse_u:0.42 mse_v:0.38 psnr_avg:42.93 psnr_y:41.34 psnr_u:51.88 psnr_v:52.38 
n:6 mse_avg:3.42 mse_y:4.93 mse_u:0.43 mse_v:0.38 psnr_avg:42.79 psnr_y:41.21 psnr_u:51.85 psnr_v:52.35 
n:7 mse_avg:4.17 mse_y:5.93 mse_u:0.70 mse_v:0.62 psnr_avg:41.92 psnr_y:40.40 psnr_u:49.70 psnr_v:50.20 
n:8 mse_avg:3.55 mse_y:5.03 mse_u:0.62 mse_v:0.55 psnr_avg:42.63 psnr_y:41.12 psnr_u:50.21 psnr_v:50.73 
n:9 mse_avg:3.42 mse_y:4.85 mse_u:0.60 mse_v:0.54 psnr_avg:42.79 psnr_y:41.28 psnr_u:50.32 psnr_v:50.83 
n:10 mse_avg:3.39 mse_y:4.80 mse_u:0.60 mse_v:0.54 psnr_avg:42.83 psnr_y:41.31 psnr_u:50.32 psnr_v:50.84 
n:11 mse_avg:3.65 mse_y:5.19 mse_u:0.60 mse_v:0.54 psnr_avg:42.51 psnr_y:40.98 psnr_u:50.32 psnr_v:50.85 
n:12 mse_avg:3.43 mse_y:4.86 mse_u:0.60 mse_v:0.53 psnr_avg:42.78 psnr_y:41.26 psnr_u:50.37 psnr_v:50.88 
n:13 mse_avg:3.44 mse_y:4.88 mse_u:0.60 mse_v:0.53 psnr_avg:42.77 psnr_y:41.25 psnr_u:50.37 psnr_v:50.89 
n:14 mse_avg:3.47 mse_y:4.93 mse_u:0.60 mse_v:0.54 psnr_avg:42.72 psnr_y:41.21 psnr_u:50.32 psnr_v:50.84 
n:15 mse_avg:3.77 mse_y:5.37 mse_u:0.61 mse_v:0.54 psnr_avg:42.37 psnr_y:40.83 psnr_u:50.31 psnr_v:50.83 
n:16 mse_avg:3.41 mse_y:4.83 mse_u:0.60 mse_v:0.53 psnr_avg:42.80 psnr_y:41.29 psnr_u:50.37 psnr_v:50.89 
n:17 mse_avg:3.40 mse_y:4.81 mse_u:0.60 mse_v:0.53 psnr_avg:42.82 psnr_y:41.31 psnr_u:50.37 psnr_v:50.89 
n:18 mse_avg:3.33 mse_y:4.72 mse_u:0.60 mse_v:0.54 psnr_avg:42.90 psnr_y:41.39 psnr_u:50.32 psnr_v:50.84 
n:19 mse_avg:3.65 mse_y:5.19 mse_u:0.61 mse_v:0.54 psnr_avg:42.51 psnr_y:40.98 psnr_u:50.29 psnr_v:50.79 
n:20 mse_avg:3.45 mse_y:4.88 mse_u:0.60 mse_v:0.53 psnr_avg:42.76 psnr_y:41.24 psnr_u:50.34 psnr_v:50.85 
n:21 mse_avg:3.52 mse_y:4.99 mse_u:0.61 mse_v:0.54 psnr_avg:42.67 psnr_y:41.15 psnr_u:50.31 psnr_v:50.82 
n:22 mse_avg:3.76 mse_y:5.34 mse_u:0.62 mse_v:0.55 psnr_avg:42.38 psnr_y:40.85 psnr_u:50.18 psnr_v:50.70 
