n:1 mse_avg:0.09 mse_y:0.09 mse_u:0.07 mse_v:0.07 psnr_avg:58.83 psnr_y:58.49 psnr_u:59.57 psnr_v:59.69 
n:2 mse_avg:0.27 mse_y:0.30 mse_u:0.23 mse_v:0.21 psnr_avg:53.77 psnr_y:53.39 psnr_u:54.48 psnr_v:54.83 
n:3 mse_avg:0.27 mse_y:0.30 mse_u:0.22 mse_v:0.20 psnr_avg:53.76 psnr_y:53.29 psnr_u:54.70 psnr_v:55.04 
n:4 mse_avg:0.28 mse_y:0.30 mse_u:0.23 mse_v:0.21 psnr_avg:53.74 psnr_y:53.30 psnr_u:54.59 psnr_v:54.96 
n:5 mse_avg:0.28 mse_y:0.31 mse_u:0.22 mse_v:0.21 psnr_avg:53.70 psnr_y:53.23 psnr_u:54.63 psnr_v:54.99 
n:6 mse_avg:0.28 mse_y:0.31 mse_u:0.22 mse_v:0.20 psnr_avg:53.72 psnr_y:53.24 psnr_u:54.69 psnr_v:55.05 
n:7 mse_avg:0.28 mse_y:0.31 mse_u:0.23 mse_v:0.21 psnr_avg:53.63 psnr_y:53.16 psnr_u:54.60 psnr_v:54.95 
n:8 mse_avg:0.28 mse_y:0.31 mse_u:0.22 mse_v:0.20 psnr_avg:53.65 psnr_y:53.16 psnr_u:54.67 psnr_v:55.01 
n:9 mse_avg:0.28 mse_y:0.32 mse_u:0.22 mse_v:0.21 psnr_avg:53.61 psnr_y:53.12 psnr_u:54.62 psnr_v:54.96 
n:10 mse_avg:0.28 mse_y:0.32 mse_u:0.22 mse_v:0.21 psnr_avg:53.61 psnr_y:53.12 psnr_u:54.65 psnr_v:54.99 
n:11 mse_avg:0.28 mse_y:0.32 mse_u:0.22 mse_v:0.20 psnr_avg:53.64 psnr_y:53.14 psnr_u:54.67 psnr_v:55.02 
n:12 mse_avg:0.28 mse_y:0.31 mse_u:0.22 mse_v:0.21 psnr_avg:53.64 psnr_y:53.15 psnr_u:54.66 psnr_v:54.99 
n:13 mse_avg:0.28 mse_y:0.32 mse_u:0.22 mse_v:0.21 psnr_avg:53.62 psnr_y:53.14 psnr_u:54.63 psnr_v:54.96 
n:14 mse_avg:0.30 mse_y:0.32 mse_u:0.25 mse_v:0.24 psnr_avg:53.41 psnr_y:53.04 psnr_u:54.17 psnr_v:54.36 
n:15 mse_avg:0.30 mse_y:0.33 mse_u:0.26 mse_v:0.24 psnr_avg:53.30 psnr_y:52.94 psnr_u:54.04 psnr_v:54.24 
