n:1 mse_avg:30.58 mse_y:43.50 mse_u:5.51 mse_v:3.94 psnr_avg:33.28 psnr_y:31.75 psnr_u:40.72 psnr_v:42.17 
n:2 mse_avg:45.37 mse_y:65.64 mse_u:5.63 mse_v:4.04 psnr_avg:31.56 psnr_y:29.96 psnr_u:40.63 psnr_v:42.06 
n:3 mse_avg:48.83 mse_y:70.87 mse_u:5.50 mse_v:3.99 psnr_avg:31.24 psnr_y:29.63 psnr_u:40.73 psnr_v:42.12 
n:4 mse_avg:62.14 mse_y:90.70 mse_u:5.77 mse_v:4.26 psnr_avg:30.20 psnr_y:28.55 psnr_u:40.52 psnr_v:41.84 
n:5 mse_avg:61.73 mse_y:90.08 mse_u:5.79 mse_v:4.26 psnr_avg:30.23 psnr_y:28.58 psnr_u:40.51 psnr_v:41.83 
n:6 mse_avg:73.05 mse_y:106.84 mse_u:6.24 mse_v:4.70 psnr_avg:29.49 psnr_y:27.84 psnr_u:40.18 psnr_v:41.41 
n:7 mse_avg:72.17 mse_y:105.52 mse_u:6.22 mse_v:4.70 psnr_avg:29.55 psnr_y:27.90 psnr_u:40.19 psnr_v:41.41 
n:8 mse_avg:80.82 mse_y:118.27 mse_u:6.66 mse_v:5.14 psnr_avg:29.06 psnr_y:27.40 psnr_u:39.90 psnr_v:41.02 
n:9 mse_avg:78.70 mse_y:115.10 mse_u:6.65 mse_v:5.15 psnr_avg:29.17 psnr_y:27.52 psnr_u:39.90 psnr_v:41.01 
n:10 mse_avg:86.66 mse_y:126.78 mse_u:7.18 mse_v:5.68 psnr_avg:28.75 psnr_y:27.10 psnr_u:39.57 psnr_v:40.59 
n:11 mse_avg:85.89 mse_y:125.65 mse_u:7.11 mse_v:5.66 psnr_avg:28.79 psnr_y:27.14 psnr_u:39.61 psnr_v:40.60 
n:12 mse_avg:89.68 mse_y:131.07 mse_u:7.63 mse_v:6.15 psnr_avg:28.60 psnr_y:26.96 psnr_u:39.30 psnr_v:40.24 
n:13 mse_avg:90.05 mse_y:131.63 mse_u:7.69 mse_v:6.14 psnr_avg:28.59 psnr_y:26.94 psnr_u:39.27 psnr_v:40.25 
n:14 mse_avg:94.34 mse_y:137.82 mse_u:8.15 mse_v:6.63 psnr_avg:28.38 psnr_y:26.74 psnr_u:39.02 psnr_v:39.92 
n:15 mse_avg:93.61 mse_y:136.73 mse_u:8.06 mse_v:6.64 psnr_avg:28.42 psnr_y:26.77 psnr_u:39.07 psnr_v:39.91 
n:16 mse_avg:97.78 mse_y:142.76 mse_u:8.55 mse_v:7.07 psnr_avg:28.23 psnr_y:26.58 psnr_u:38.81 psnr_v:39.64 
n:17 mse_avg:98.38 mse_y:143.65 mse_u:8.60 mse_v:7.10 psnr_avg:28.20 psnr_y:26.56 psnr_u:38.78 psnr_v:39.62 
n:18 mse_avg:100.86 mse_y:147.14 mse_u:9.06 mse_v:7.50 psnr_avg:28.09 psnr_y:26.45 psnr_u:38.56 psnr_v:39.38 
n:19 mse_avg:99.03 mse_y:144.43 mse_u:9.01 mse_v:7.45 psnr_avg:28.17 psnr_y:26.53 psnr_u:38.59 psnr_v:39.41 
n:20 mse_avg:102.85 mse_y:149.98 mse_u:9.36 mse_v:7.81 psnr_avg:28.01 psnr_y:26.37 psnr_u:38.42 psnr_v:39.20 
n:21 mse_avg:103.13 mse_y:150.35 mse_u:9.46 mse_v:7.94 psnr_avg:28.00 psnr_y:26.36 psnr_u:38.37 psnr_v:39.13 
n:22 mse_avg:105.86 mse_y:154.26 mse_u:9.78 mse_v:8.32 psnr_avg:27.88 psnr_y:26.25 psnr_u:38.23 psnr_v:38.93 
n:23 mse_avg:105.27 mse_y:153.39 mse_u:9.72 mse_v:8.33 psnr_avg:27.91 psnr_y:26.27 psnr_u:38.25 psnr_v:38.92 
n:24 mse_avg:108.25 mse_y:157.70 mse_u:10.03 mse_v:8.65 psnr_avg:27.79 psnr_y:26.15 psnr_u:38.12 psnr_v:38.76 
n:25 mse_avg:109.05 mse_y:158.84 mse_u:10.18 mse_v:8.77 psnr_avg:27.75 psnr_y:26.12 psnr_u:38.05 psnr_v:38.70 
n:26 mse_avg:111.69 mse_y:162.64 mse_u:10.47 mse_v:9.11 psnr_avg:27.65 psnr_y:26.02 psnr_u:37.93 psnr_v:38.53 
n:27 mse_avg:113.21 mse_y:164.95 mse_u:10.40 mse_v:9.05 psnr_avg:27.59 psnr_y:25.96 psnr_u:37.96 psnr_v:38.56 
n:28 mse_avg:116.02 mse_y:169.02 mse_u:10.70 mse_v:9.35 psnr_avg:27.49 psnr_y:25.85 psnr_u:37.84 psnr_v:38.42 
n:29 mse_avg:117.08 mse_y:170.62 mse_u:10.62 mse_v:9.39 psnr_avg:27.45 psnr_y:25.81 psnr_u:37.87 psnr_v:38.40 
n:30 mse_avg:117.92 mse_y:171.74 mse_u:10.84 mse_v:9.68 psnr_avg:27.42 psnr_y:25.78 psnr_u:37.78 psnr_v:38.27 
n:31 mse_avg:119.43 mse_y:174.00 mse_u:10.89 mse_v:9.70 psnr_avg:27.36 psnr_y:25.73 psnr_u:37.76 psnr_v:38.26 
n:32 mse_avg:124.45 mse_y:181.37 mse_u:11.16 mse_v:10.03 psnr_avg:27.18 psnr_y:25.55 psnr_u:37.65 psnr_v:38.12 
n:33 mse_avg:123.22 mse_y:179.57 mse_u:11.05 mse_v:10.03 psnr_avg:27.22 psnr_y:25.59 psnr_u:37.70 psnr_v:38.12 
n:34 mse_avg:126.31 mse_y:184.09 mse_u:11.19 mse_v:10.30 psnr_avg:27.12 psnr_y:25.48 psnr_u:37.64 psnr_v:38.00 
n:35 mse_avg:124.97 mse_y:182.12 mse_u:11.10 mse_v:10.24 psnr_avg:27.16 psnr_y:25.53 psnr_u:37.68 psnr_v:38.03 
n:36 mse_avg:128.89 mse_y:187.88 mse_u:11.25 mse_v:10.59 psnr_avg:27.03 psnr_y:25.39 psnr_u:37.62 psnr_v:37.88 
n:37 mse_avg:129.14 mse_y:188.26 mse_u:11.19 mse_v:10.63 psnr_avg:27.02 psnr_y:25.38 psnr_u:37.64 psnr_v:37.87 
n:38 mse_avg:130.83 mse_y:190.69 mse_u:11.36 mse_v:10.88 psnr_avg:26.96 psnr_y:25.33 psnr_u:37.58 psnr_v:37.76 
n:39 mse_avg:130.12 mse_y:189.65 mse_u:11.32 mse_v:10.82 psnr_avg:26.99 psnr_y:25.35 psnr_u:37.59 psnr_v:37.79 
n:40 mse_avg:134.45 mse_y:196.01 mse_u:11.56 mse_v:11.13 psnr_avg:26.85 psnr_y:25.21 psnr_u:37.50 psnr_v:37.66 
n:41 mse_avg:133.62 mse_y:194.78 mse_u:11.48 mse_v:11.11 psnr_avg:26.87 psnr_y:25.24 psnr_u:37.53 psnr_v:37.67 
n:42 mse_avg:135.13 mse_y:196.96 mse_u:11.60 mse_v:11.35 psnr_avg:26.82 psnr_y:25.19 psnr_u:37.49 psnr_v:37.58 
n:43 mse_avg:138.35 mse_y:201.78 mse_u:11.60 mse_v:11.41 psnr_avg:26.72 psnr_y:25.08 psnr_u:37.49 psnr_v:37.56 
n:44 mse_avg:139.27 mse_y:203.09 mse_u:11.72 mse_v:11.57 psnr_avg:26.69 psnr_y:25.05 psnr_u:37.44 psnr_v:37.50 
n:45 mse_avg:137.69 mse_y:200.71 mse_u:11.75 mse_v:11.59 psnr_avg:26.74 psnr_y:25.11 psnr_u:37.43 psnr_v:37.49 
n:46 mse_avg:138.91 mse_y:202.42 mse_u:11.95 mse_v:11.82 psnr_avg:26.70 psnr_y:25.07 psnr_u:37.36 psnr_v:37.40 
n:47 mse_avg:141.76 mse_y:206.70 mse_u:11.98 mse_v:11.82 psnr_avg:26.62 psnr_y:24.98 psnr_u:37.35 psnr_v:37.40 
n:48 mse_avg:143.00 mse_y:208.49 mse_u:12.08 mse_v:11.98 psnr_avg:26.58 psnr_y:24.94 psnr_u:37.31 psnr_v:37.35 
n:49 mse_avg:143.84 mse_y:209.71 mse_u:12.17 mse_v:12.03 psnr_avg:26.55 psnr_y:24.91 psnr_u:37.28 psnr_v:37.33 
n:50 mse_avg:148.32 mse_y:216.34 mse_u:12.28 mse_v:12.26 psnr_avg:26.42 psnr_y:24.78 psnr_u:37.24 psnr_v:37.25 
n:51 mse_avg:157.90 mse_y:230.42 mse_u:13.04 mse_v:12.70 psnr_avg:26.15 psnr_y:24.51 psnr_u:36.98 psnr_v:37.09 
n:52 mse_avg:157.51 mse_y:229.77 mse_u:13.16 mse_v:12.82 psnr_avg:26.16 psnr_y:24.52 psnr_u:36.94 psnr_v:37.05 
n:53 mse_avg:152.40 mse_y:222.15 mse_u:13.03 mse_v:12.75 psnr_avg:26.30 psnr_y:24.66 psnr_u:36.98 psnr_v:37.08 
n:54 mse_avg:153.32 mse_y:223.43 mse_u:13.23 mse_v:13.00 psnr_avg:26.27 psnr_y:24.64 psnr_u:36.92 psnr_v:36.99 
n:55 mse_avg:155.01 mse_y:225.92 mse_u:13.32 mse_v:13.08 psnr_avg:26.23 psnr_y:24.59 psnr_u:36.89 psnr_v:36.96 
n:56 mse_avg:155.81 mse_y:227.01 mse_u:13.54 mse_v:13.26 psnr_avg:26.20 psnr_y:24.57 psnr_u:36.82 psnr_v:36.90 
n:57 mse_avg:153.50 mse_y:223.55 mse_u:13.51 mse_v:13.29 psnr_avg:26.27 psnr_y:24.64 psnr_u:36.82 psnr_v:36.90 
n:58 mse_avg:155.05 mse_y:225.78 mse_u:13.70 mse_v:13.47 psnr_avg:26.23 psnr_y:24.59 psnr_u:36.76 psnr_v:36.84 
n:59 mse_avg:156.44 mse_y:227.84 mse_u:13.86 mse_v:13.38 psnr_avg:26.19 psnr_y:24.55 psnr_u:36.71 psnr_v:36.87 
n:60 mse_avg:157.91 mse_y:229.95 mse_u:14.13 mse_v:13.53 psnr_avg:26.15 psnr_y:24.51 psnr_u:36.63 psnr_v:36.82 
n:61 mse_avg:157.25 mse_y:228.97 mse_u:14.15 mse_v:13.48 psnr_avg:26.16 psnr_y:24.53 psnr_u:36.62 psnr_v:36.83 
n:62 mse_avg:157.74 mse_y:229.62 mse_u:14.35 mse_v:13.59 psnr_avg:26.15 psnr_y:24.52 psnr_u:36.56 psnr_v:36.80 
n:63 mse_avg:157.50 mse_y:229.21 mse_u:14.47 mse_v:13.65 psnr_avg:26.16 psnr_y:24.53 psnr_u:36.53 psnr_v:36.78 
n:64 mse_avg:158.64 mse_y:230.88 mse_u:14.51 mse_v:13.80 psnr_avg:26.13 psnr_y:24.50 psnr_u:36.51 psnr_v:36.73 
n:65 mse_avg:159.79 mse_y:232.57 mse_u:14.58 mse_v:13.87 psnr_avg:26.10 psnr_y:24.47 psnr_u:36.49 psnr_v:36.71 
n:66 mse_avg:160.44 mse_y:233.47 mse_u:14.76 mse_v:13.99 psnr_avg:26.08 psnr_y:24.45 psnr_u:36.44 psnr_v:36.67 
n:67 mse_avg:159.58 mse_y:232.20 mse_u:14.71 mse_v:13.95 psnr_avg:26.10 psnr_y:24.47 psnr_u:36.45 psnr_v:36.69 
n:68 mse_avg:160.64 mse_y:233.76 mse_u:14.69 mse_v:14.11 psnr_avg:26.07 psnr_y:24.44 psnr_u:36.46 psnr_v:36.64 
n:69 mse_avg:162.16 mse_y:236.00 mse_u:14.86 mse_v:14.11 psnr_avg:26.03 psnr_y:24.40 psnr_u:36.41 psnr_v:36.64 
n:70 mse_avg:165.14 mse_y:240.36 mse_u:15.12 mse_v:14.29 psnr_avg:25.95 psnr_y:24.32 psnr_u:36.33 psnr_v:36.58 
