n:1 mse_avg:0.07 mse_y:0.09 mse_u:0.04 mse_v:0.04 psnr_avg:59.52 psnr_y:58.60 psnr_u:62.18 psnr_v:62.32 
n:2 mse_avg:0.16 mse_y:0.20 mse_u:0.07 mse_v:0.06 psnr_avg:56.19 psnr_y:55.07 psnr_u:59.94 psnr_v:60.19 
n:3 mse_avg:0.17 mse_y:0.22 mse_u:0.08 mse_v:0.07 psnr_avg:55.77 psnr_y:54.70 psnr_u:59.26 psnr_v:59.47 
n:4 mse_avg:0.19 mse_y:0.24 mse_u:0.09 mse_v:0.08 psnr_avg:55.42 psnr_y:54.38 psnr_u:58.70 psnr_v:58.91 
n:5 mse_avg:0.19 mse_y:0.24 mse_u:0.09 mse_v:0.09 psnr_avg:55.30 psnr_y:54.27 psnr_u:58.57 psnr_v:58.75 
n:6 mse_avg:0.20 mse_y:0.25 mse_u:0.10 mse_v:0.09 psnr_avg:55.22 psnr_y:54.22 psnr_u:58.31 psnr_v:58.45 
n:7 mse_avg:0.19 mse_y:0.24 mse_u:0.10 mse_v:0.09 psnr_avg:55.26 psnr_y:54.27 psnr_u:58.33 psnr_v:58.44 
n:8 mse_avg:0.20 mse_y:0.25 mse_u:0.10 mse_v:0.10 psnr_avg:55.13 psnr_y:54.17 psnr_u:58.05 psnr_v:58.16 
n:9 mse_avg:0.20 mse_y:0.25 mse_u:0.10 mse_v:0.10 psnr_avg:55.09 psnr_y:54.11 psnr_u:58.08 psnr_v:58.15 
n:10 mse_avg:0.20 mse_y:0.25 mse_u:0.10 mse_v:0.10 psnr_avg:55.08 psnr_y:54.13 psnr_u:57.99 psnr_v:58.02 
n:11 mse_avg:0.20 mse_y:0.25 mse_u:0.10 mse_v:0.10 psnr_avg:55.12 psnr_y:54.17 psnr_u:58.04 psnr_v:58.07 
n:12 mse_avg:0.20 mse_y:0.25 mse_u:0.10 mse_v:0.10 psnr_avg:55.05 psnr_y:54.10 psnr_u:57.93 psnr_v:57.94 
n:13 mse_avg:0.21 mse_y:0.26 mse_u:0.10 mse_v:0.10 psnr_avg:55.01 psnr_y:54.05 psnr_u:57.95 psnr_v:58.01 
n:14 mse_avg:0.20 mse_y:0.25 mse_u:0.10 mse_v:0.10 psnr_avg:55.03 psnr_y:54.08 psnr_u:57.94 psnr_v:58.00 
n:15 mse_avg:0.20 mse_y:0.25 mse_u:0.10 mse_v:0.10 psnr_avg:55.09 psnr_y:54.11 psnr_u:58.10 psnr_v:58.16 
n:16 mse_avg:0.21 mse_y:0.25 mse_u:0.12 mse_v:0.11 psnr_avg:55.00 psnr_y:54.14 psnr_u:57.39 psnr_v:57.54 
n:17 mse_avg:0.21 mse_y:0.26 mse_u:0.12 mse_v:0.11 psnr_avg:54.93 psnr_y:54.06 psnr_u:57.43 psnr_v:57.55 
n:18 mse_avg:0.21 mse_y:0.25 mse_u:0.12 mse_v:0.12 psnr_avg:54.92 psnr_y:54.08 psnr_u:57.27 psnr_v:57.34 
n:19 mse_avg:0.21 mse_y:0.25 mse_u:0.12 mse_v:0.12 psnr_avg:54.92 psnr_y:54.09 psnr_u:57.28 psnr_v:57.28 
n:20 mse_avg:0.22 mse_y:0.26 mse_u:0.13 mse_v:0.13 psnr_avg:54.80 psnr_y:53.98 psnr_u:57.16 psnr_v:57.16 
n:21 mse_avg:0.22 mse_y:0.26 mse_u:0.12 mse_v:0.12 psnr_avg:54.78 psnr_y:53.94 psnr_u:57.23 psnr_v:57.18 
n:22 mse_avg:0.23 mse_y:0.27 mse_u:0.14 mse_v:0.14 psnr_avg:54.55 psnr_y:53.79 psnr_u:56.75 psnr_v:56.53 
n:23 mse_avg:0.23 mse_y:0.28 mse_u:0.13 mse_v:0.14 psnr_avg:54.53 psnr_y:53.72 psnr_u:56.88 psnr_v:56.73 
n:24 mse_avg:0.23 mse_y:0.28 mse_u:0.13 mse_v:0.14 psnr_avg:54.47 psnr_y:53.65 psnr_u:56.85 psnr_v:56.74 
n:25 mse_avg:0.23 mse_y:0.28 mse_u:0.13 mse_v:0.13 psnr_avg:54.51 psnr_y:53.68 psnr_u:56.94 psnr_v:56.83 
n:26 mse_avg:0.23 mse_y:0.28 mse_u:0.13 mse_v:0.14 psnr_avg:54.48 psnr_y:53.65 psnr_u:56.92 psnr_v:56.80 
n:27 mse_avg:0.23 mse_y:0.28 mse_u:0.13 mse_v:0.13 psnr_avg:54.52 psnr_y:53.68 psnr_u:57.03 psnr_v:56.90 
n:28 mse_avg:0.23 mse_y:0.28 mse_u:0.13 mse_v:0.13 psnr_avg:54.52 psnr_y:53.69 psnr_u:56.98 psnr_v:56.85 
n:29 mse_avg:0.23 mse_y:0.28 mse_u:0.13 mse_v:0.13 psnr_avg:54.55 psnr_y:53.71 psnr_u:57.04 psnr_v:56.93 
n:30 mse_avg:0.23 mse_y:0.28 mse_u:0.13 mse_v:0.13 psnr_avg:54.52 psnr_y:53.67 psnr_u:57.02 psnr_v:56.91 
n:31 mse_avg:0.22 mse_y:0.27 mse_u:0.13 mse_v:0.13 psnr_avg:54.64 psnr_y:53.78 psnr_u:57.16 psnr_v:57.08 
n:32 mse_avg:0.23 mse_y:0.28 mse_u:0.14 mse_v:0.14 psnr_avg:54.45 psnr_y:53.67 psnr_u:56.60 psnr_v:56.66 
n:33 mse_avg:0.23 mse_y:0.28 mse_u:0.14 mse_v:0.14 psnr_avg:54.47 psnr_y:53.68 psnr_u:56.65 psnr_v:56.66 
n:34 mse_avg:0.24 mse_y:0.28 mse_u:0.14 mse_v:0.14 psnr_avg:54.40 psnr_y:53.63 psnr_u:56.53 psnr_v:56.53 
n:35 mse_avg:0.23 mse_y:0.28 mse_u:0.14 mse_v:0.14 psnr_avg:54.45 psnr_y:53.68 psnr_u:56.60 psnr_v:56.57 
n:36 mse_avg:0.24 mse_y:0.28 mse_u:0.14 mse_v:0.15 psnr_avg:54.41 psnr_y:53.65 psnr_u:56.55 psnr_v:56.48 
n:37 mse_avg:0.23 mse_y:0.28 mse_u:0.14 mse_v:0.15 psnr_avg:54.44 psnr_y:53.67 psnr_u:56.61 psnr_v:56.47 
n:38 mse_avg:0.24 mse_y:0.28 mse_u:0.14 mse_v:0.15 psnr_avg:54.37 psnr_y:53.62 psnr_u:56.53 psnr_v:56.36 
n:39 mse_avg:0.24 mse_y:0.28 mse_u:0.14 mse_v:0.15 psnr_avg:54.40 psnr_y:53.64 psnr_u:56.57 psnr_v:56.42 
n:40 mse_avg:0.24 mse_y:0.28 mse_u:0.15 mse_v:0.15 psnr_avg:54.37 psnr_y:53.61 psnr_u:56.51 psnr_v:56.37 
n:41 mse_avg:0.24 mse_y:0.28 mse_u:0.14 mse_v:0.15 psnr_avg:54.41 psnr_y:53.65 psnr_u:56.61 psnr_v:56.46 
n:42 mse_avg:0.24 mse_y:0.28 mse_u:0.14 mse_v:0.15 psnr_avg:54.37 psnr_y:53.61 psnr_u:56.58 psnr_v:56.40 
n:43 mse_avg:0.23 mse_y:0.28 mse_u:0.14 mse_v:0.15 psnr_avg:54.43 psnr_y:53.65 psnr_u:56.68 psnr_v:56.51 
n:44 mse_avg:0.24 mse_y:0.28 mse_u:0.14 mse_v:0.15 psnr_avg:54.41 psnr_y:53.65 psnr_u:56.65 psnr_v:56.44 
n:45 mse_avg:0.23 mse_y:0.28 mse_u:0.14 mse_v:0.14 psnr_avg:54.45 psnr_y:53.67 psnr_u:56.71 psnr_v:56.53 
n:46 mse_avg:0.23 mse_y:0.28 mse_u:0.14 mse_v:0.15 psnr_avg:54.43 psnr_y:53.66 psnr_u:56.65 psnr_v:56.50 
n:47 mse_avg:0.23 mse_y:0.28 mse_u:0.14 mse_v:0.14 psnr_avg:54.50 psnr_y:53.71 psnr_u:56.79 psnr_v:56.68 
n:48 mse_avg:0.23 mse_y:0.28 mse_u:0.14 mse_v:0.14 psnr_avg:54.46 psnr_y:53.70 psnr_u:56.59 psnr_v:56.55 
n:49 mse_avg:0.23 mse_y:0.28 mse_u:0.14 mse_v:0.14 psnr_avg:54.47 psnr_y:53.70 psnr_u:56.64 psnr_v:56.57 
n:50 mse_avg:0.23 mse_y:0.28 mse_u:0.14 mse_v:0.14 psnr_avg:54.44 psnr_y:53.65 psnr_u:56.65 psnr_v:56.58 
n:51 mse_avg:0.07 mse_y:0.08 mse_u:0.05 mse_v:0.05 psnr_avg:59.50 psnr_y:58.90 psnr_u:61.03 psnr_v:61.04 
n:52 mse_avg:0.16 mse_y:0.21 mse_u:0.08 mse_v:0.08 psnr_avg:55.96 psnr_y:54.99 psnr_u:58.97 psnr_v:59.05 
n:53 mse_avg:0.18 mse_y:0.22 mse_u:0.09 mse_v:0.09 psnr_avg:55.58 psnr_y:54.65 psnr_u:58.41 psnr_v:58.43 
n:54 mse_avg:0.19 mse_y:0.23 mse_u:0.10 mse_v:0.10 psnr_avg:55.35 psnr_y:54.46 psnr_u:57.98 psnr_v:58.02 
n:55 mse_avg:0.19 mse_y:0.24 mse_u:0.11 mse_v:0.10 psnr_avg:55.29 psnr_y:54.40 psnr_u:57.91 psnr_v:57.93 
n:56 mse_avg:0.20 mse_y:0.24 mse_u:0.11 mse_v:0.11 psnr_avg:55.17 psnr_y:54.31 psnr_u:57.65 psnr_v:57.70 
n:57 mse_avg:0.20 mse_y:0.24 mse_u:0.11 mse_v:0.11 psnr_avg:55.13 psnr_y:54.27 psnr_u:57.63 psnr_v:57.65 
n:58 mse_avg:0.20 mse_y:0.25 mse_u:0.11 mse_v:0.11 psnr_avg:55.08 psnr_y:54.24 psnr_u:57.53 psnr_v:57.53 
n:59 mse_avg:0.20 mse_y:0.25 mse_u:0.11 mse_v:0.11 psnr_avg:55.10 psnr_y:54.23 psnr_u:57.62 psnr_v:57.62 
n:60 mse_avg:0.20 mse_y:0.25 mse_u:0.11 mse_v:0.12 psnr_avg:55.08 psnr_y:54.23 psnr_u:57.54 psnr_v:57.52 
n:61 mse_avg:0.20 mse_y:0.25 mse_u:0.11 mse_v:0.12 psnr_avg:55.07 psnr_y:54.22 psnr_u:57.52 psnr_v:57.50 
