n:1 mse_avg:94.37 mse_y:132.56 mse_u:21.57 mse_v:14.43 psnr_avg:28.38 psnr_y:26.91 psnr_u:34.79 psnr_v:36.54 
n:2 mse_avg:95.86 mse_y:134.54 mse_u:22.05 mse_v:14.94 psnr_avg:28.31 psnr_y:26.84 psnr_u:34.70 psnr_v:36.39 
n:3 mse_avg:95.07 mse_y:133.38 mse_u:21.99 mse_v:14.92 psnr_avg:28.35 psnr_y:26.88 psnr_u:34.71 psnr_v:36.39 
n:4 mse_avg:96.74 mse_y:135.78 mse_u:22.28 mse_v:15.07 psnr_avg:28.27 psnr_y:26.80 psnr_u:34.65 psnr_v:36.35 
n:5 mse_avg:98.51 mse_y:138.41 mse_u:22.33 mse_v:15.11 psnr_avg:28.20 psnr_y:26.72 psnr_u:34.64 psnr_v:36.34 
n:6 mse_avg:98.97 mse_y:139.12 mse_u:22.29 mse_v:15.08 psnr_avg:28.18 psnr_y:26.70 psnr_u:34.65 psnr_v:36.35 
n:7 mse_avg:100.62 mse_y:141.56 mse_u:22.36 mse_v:15.10 psnr_avg:28.10 psnr_y:26.62 psnr_u:34.64 psnr_v:36.34 
n:8 mse_avg:100.90 mse_y:141.97 mse_u:22.36 mse_v:15.13 psnr_avg:28.09 psnr_y:26.61 psnr_u:34.64 psnr_v:36.33 
n:9 mse_avg:100.94 mse_y:142.05 mse_u:22.31 mse_v:15.13 psnr_avg:28.09 psnr_y:26.61 psnr_u:34.65 psnr_v:36.33 
n:10 mse_avg:101.90 mse_y:143.51 mse_u:22.28 mse_v:15.11 psnr_avg:28.05 psnr_y:26.56 psnr_u:34.65 psnr_v:36.34 
n:11 mse_avg:102.39 mse_y:144.26 mse_u:22.20 mse_v:15.08 psnr_avg:28.03 psnr_y:26.54 psnr_u:34.67 psnr_v:36.35 
n:12 mse_avg:103.86 mse_y:146.47 mse_u:22.24 mse_v:15.04 psnr_avg:27.97 psnr_y:26.47 psnr_u:34.66 psnr_v:36.36 
n:13 mse_avg:101.49 mse_y:142.91 mse_u:22.27 mse_v:15.03 psnr_avg:28.07 psnr_y:26.58 psnr_u:34.65 psnr_v:36.36 
n:14 mse_avg:102.79 mse_y:144.80 mse_u:22.39 mse_v:15.15 psnr_avg:28.01 psnr_y:26.52 psnr_u:34.63 psnr_v:36.33 
n:15 mse_avg:103.70 mse_y:146.09 mse_u:22.58 mse_v:15.26 psnr_avg:27.97 psnr_y:26.48 psnr_u:34.59 psnr_v:36.30 
n:16 mse_avg:104.28 mse_y:146.92 mse_u:22.70 mse_v:15.33 psnr_avg:27.95 psnr_y:26.46 psnr_u:34.57 psnr_v:36.27 
n:17 mse_avg:104.18 mse_y:146.82 mse_u:22.55 mse_v:15.26 psnr_avg:27.95 psnr_y:26.46 psnr_u:34.60 psnr_v:36.30 
n:18 mse_avg:103.59 mse_y:145.93 mse_u:22.58 mse_v:15.27 psnr_avg:27.98 psnr_y:26.49 psnr_u:34.59 psnr_v:36.29 
n:19 mse_avg:103.70 mse_y:146.07 mse_u:22.62 mse_v:15.29 psnr_avg:27.97 psnr_y:26.49 psnr_u:34.59 psnr_v:36.29 
n:20 mse_avg:103.95 mse_y:146.42 mse_u:22.69 mse_v:15.35 psnr_avg:27.96 psnr_y:26.47 psnr_u:34.57 psnr_v:36.27 
n:21 mse_avg:105.55 mse_y:148.84 mse_u:22.63 mse_v:15.33 psnr_avg:27.90 psnr_y:26.40 psnr_u:34.58 psnr_v:36.28 
n:22 mse_avg:109.08 mse_y:154.07 mse_u:22.82 mse_v:15.38 psnr_avg:27.75 psnr_y:26.25 psnr_u:34.55 psnr_v:36.26 
n:23 mse_avg:111.13 mse_y:157.16 mse_u:22.75 mse_v:15.38 psnr_avg:27.67 psnr_y:26.17 psnr_u:34.56 psnr_v:36.26 
n:24 mse_avg:112.23 mse_y:158.80 mse_u:22.80 mse_v:15.37 psnr_avg:27.63 psnr_y:26.12 psnr_u:34.55 psnr_v:36.26 
n:25 mse_avg:113.82 mse_y:161.18 mse_u:22.87 mse_v:15.37 psnr_avg:27.57 psnr_y:26.06 psnr_u:34.54 psnr_v:36.27 
n:26 mse_avg:110.20 mse_y:155.77 mse_u:22.78 mse_v:15.39 psnr_avg:27.71 psnr_y:26.21 psnr_u:34.56 psnr_v:36.26 
n:27 mse_avg:110.16 mse_y:155.74 mse_u:22.66 mse_v:15.33 psnr_avg:27.71 psnr_y:26.21 psnr_u:34.58 psnr_v:36.27 
n:28 mse_avg:107.93 mse_y:152.35 mse_u:22.75 mse_v:15.40 psnr_avg:27.80 psnr_y:26.30 psnr_u:34.56 psnr_v:36.26 
n:29 mse_avg:108.82 mse_y:153.68 mse_u:22.78 mse_v:15.43 psnr_avg:27.76 psnr_y:26.26 psnr_u:34.56 psnr_v:36.25 
n:30 mse_avg:107.42 mse_y:151.55 mse_u:22.87 mse_v:15.48 psnr_avg:27.82 psnr_y:26.33 psnr_u:34.54 psnr_v:36.23 
n:31 mse_avg:109.07 mse_y:153.98 mse_u:22.95 mse_v:15.52 psnr_avg:27.75 psnr_y:26.26 psnr_u:34.52 psnr_v:36.22 
n:32 mse_avg:109.08 mse_y:154.00 mse_u:22.98 mse_v:15.52 psnr_avg:27.75 psnr_y:26.26 psnr_u:34.52 psnr_v:36.22 
n:33 mse_avg:105.68 mse_y:148.91 mse_u:22.89 mse_v:15.53 psnr_avg:27.89 psnr_y:26.40 psnr_u:34.53 psnr_v:36.22 
n:34 mse_avg:105.93 mse_y:149.30 mse_u:22.87 mse_v:15.53 psnr_avg:27.88 psnr_y:26.39 psnr_u:34.54 psnr_v:36.22 
n:35 mse_avg:106.20 mse_y:149.72 mse_u:22.80 mse_v:15.50 psnr_avg:27.87 psnr_y:26.38 psnr_u:34.55 psnr_v:36.23 
n:36 mse_avg:107.69 mse_y:151.94 mse_u:22.87 mse_v:15.51 psnr_avg:27.81 psnr_y:26.31 psnr_u:34.54 psnr_v:36.22 
n:37 mse_avg:109.03 mse_y:153.93 mse_u:22.97 mse_v:15.50 psnr_avg:27.76 psnr_y:26.26 psnr_u:34.52 psnr_v:36.23 
