n:1 mse_avg:0.01 mse_y:0.01 mse_u:0.01 mse_v:0.01 psnr_avg:67.09 psnr_y:66.48 psnr_u:68.86 psnr_v:68.51 
n:2 mse_avg:0.07 mse_y:0.09 mse_u:0.02 mse_v:0.03 psnr_avg:59.90 psnr_y:58.76 psnr_u:64.57 psnr_v:63.40 
n:3 mse_avg:0.08 mse_y:0.10 mse_u:0.03 mse_v:0.04 psnr_avg:59.23 psnr_y:58.15 psnr_u:63.24 psnr_v:62.47 
n:4 mse_avg:0.09 mse_y:0.11 mse_u:0.04 mse_v:0.04 psnr_avg:58.76 psnr_y:57.74 psnr_u:62.39 psnr_v:61.66 
n:5 mse_avg:0.09 mse_y:0.11 mse_u:0.04 mse_v:0.04 psnr_avg:58.78 psnr_y:57.77 psnr_u:62.34 psnr_v:61.64 
n:6 mse_avg:0.09 mse_y:0.11 mse_u:0.04 mse_v:0.04 psnr_avg:58.71 psnr_y:57.68 psnr_u:62.40 psnr_v:61.73 
n:7 mse_avg:0.09 mse_y:0.11 mse_u:0.04 mse_v:0.04 psnr_avg:58.79 psnr_y:57.73 psnr_u:62.55 psnr_v:61.99 
n:8 mse_avg:0.09 mse_y:0.11 mse_u:0.05 mse_v:0.05 psnr_avg:58.44 psnr_y:57.54 psnr_u:61.48 psnr_v:60.79 
n:9 mse_avg:0.09 mse_y:0.11 mse_u:0.05 mse_v:0.05 psnr_avg:58.48 psnr_y:57.60 psnr_u:61.38 psnr_v:60.76 
n:10 mse_avg:0.09 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.37 psnr_y:57.50 psnr_u:61.19 psnr_v:60.62 
n:11 mse_avg:0.09 mse_y:0.11 mse_u:0.05 mse_v:0.05 psnr_avg:58.47 psnr_y:57.59 psnr_u:61.34 psnr_v:60.79 
n:12 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.27 psnr_y:57.42 psnr_u:61.02 psnr_v:60.46 
n:13 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.29 psnr_y:57.44 psnr_u:60.99 psnr_v:60.48 
n:14 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.25 psnr_y:57.41 psnr_u:60.90 psnr_v:60.46 
n:15 mse_avg:0.09 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.41 psnr_y:57.51 psnr_u:61.32 psnr_v:60.87 
n:16 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.23 psnr_y:57.35 psnr_u:61.04 psnr_v:60.53 
n:17 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.23 psnr_y:57.37 psnr_u:60.94 psnr_v:60.47 
n:18 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.19 psnr_y:57.35 psnr_u:60.86 psnr_v:60.39 
n:19 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.29 psnr_y:57.43 psnr_u:61.00 psnr_v:60.56 
n:20 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.14 psnr_y:57.29 psnr_u:60.85 psnr_v:60.41 
n:21 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.21 psnr_y:57.36 psnr_u:60.89 psnr_v:60.46 
n:22 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.19 psnr_y:57.33 psnr_u:60.92 psnr_v:60.50 
n:23 mse_avg:0.09 mse_y:0.11 mse_u:0.05 mse_v:0.05 psnr_avg:58.48 psnr_y:57.55 psnr_u:61.53 psnr_v:61.09 
n:24 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.30 psnr_y:57.39 psnr_u:61.30 psnr_v:60.80 
n:25 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.30 psnr_y:57.42 psnr_u:61.17 psnr_v:60.65 
n:26 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.23 psnr_y:57.36 psnr_u:61.06 psnr_v:60.50 
n:27 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.30 psnr_y:57.44 psnr_u:61.03 psnr_v:60.57 
n:28 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.17 psnr_y:57.31 psnr_u:60.90 psnr_v:60.38 
n:29 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.16 psnr_y:57.32 psnr_u:60.81 psnr_v:60.35 
n:30 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.11 psnr_y:57.28 psnr_u:60.71 psnr_v:60.27 
n:31 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.29 psnr_y:57.42 psnr_u:61.03 psnr_v:60.65 
n:32 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.16 psnr_y:57.31 psnr_u:60.83 psnr_v:60.41 
n:33 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.17 psnr_y:57.34 psnr_u:60.73 psnr_v:60.33 
n:34 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.10 psnr_y:57.27 psnr_u:60.67 psnr_v:60.26 
n:35 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.23 psnr_y:57.39 psnr_u:60.83 psnr_v:60.47 
n:36 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.10 psnr_y:57.26 psnr_u:60.73 psnr_v:60.35 
n:37 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.35 psnr_y:57.49 psnr_u:61.07 psnr_v:60.61 
n:38 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.21 psnr_y:57.33 psnr_u:61.01 psnr_v:60.60 
n:39 mse_avg:0.09 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.42 psnr_y:57.49 psnr_u:61.48 psnr_v:61.06 
n:40 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.23 psnr_y:57.37 psnr_u:61.01 psnr_v:60.43 
n:41 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.23 psnr_y:57.39 psnr_u:60.94 psnr_v:60.38 
n:42 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.18 psnr_y:57.36 psnr_u:60.78 psnr_v:60.22 
n:43 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.25 psnr_y:57.42 psnr_u:60.86 psnr_v:60.37 
n:44 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.15 psnr_y:57.34 psnr_u:60.70 psnr_v:60.20 
n:45 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.16 psnr_y:57.34 psnr_u:60.72 psnr_v:60.24 
n:46 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.08 psnr_y:57.27 psnr_u:60.62 psnr_v:60.15 
n:47 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.25 psnr_y:57.40 psnr_u:60.91 psnr_v:60.49 
n:48 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.10 psnr_y:57.27 psnr_u:60.69 psnr_v:60.23 
n:49 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.09 psnr_y:57.28 psnr_u:60.61 psnr_v:60.19 
n:50 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.03 psnr_y:57.22 psnr_u:60.54 psnr_v:60.14 
n:51 mse_avg:0.01 mse_y:0.02 mse_u:0.01 mse_v:0.01 psnr_avg:66.85 psnr_y:66.35 psnr_u:68.17 psnr_v:67.97 
n:52 mse_avg:0.08 mse_y:0.10 mse_u:0.03 mse_v:0.04 psnr_avg:59.11 psnr_y:58.05 psnr_u:62.88 psnr_v:62.26 
n:53 mse_avg:0.09 mse_y:0.11 mse_u:0.04 mse_v:0.05 psnr_avg:58.78 psnr_y:57.81 psnr_u:62.07 psnr_v:61.51 
n:54 mse_avg:0.09 mse_y:0.11 mse_u:0.04 mse_v:0.05 psnr_avg:58.55 psnr_y:57.60 psnr_u:61.72 psnr_v:61.17 
n:55 mse_avg:0.09 mse_y:0.11 mse_u:0.04 mse_v:0.05 psnr_avg:58.68 psnr_y:57.70 psnr_u:61.99 psnr_v:61.48 
n:56 mse_avg:0.09 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.40 psnr_y:57.50 psnr_u:61.36 psnr_v:60.81 
n:57 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.35 psnr_y:57.49 psnr_u:61.16 psnr_v:60.61 
n:58 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.23 psnr_y:57.39 psnr_u:60.96 psnr_v:60.42 
n:59 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.32 psnr_y:57.48 psnr_u:61.00 psnr_v:60.52 
n:60 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.21 psnr_y:57.39 psnr_u:60.84 psnr_v:60.33 
n:61 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.21 psnr_y:57.39 psnr_u:60.76 psnr_v:60.30 
n:62 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.16 psnr_y:57.36 psnr_u:60.65 psnr_v:60.22 
n:63 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.06 psnr_avg:58.31 psnr_y:57.47 psnr_u:60.93 psnr_v:60.54 
n:64 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.15 psnr_y:57.33 psnr_u:60.71 psnr_v:60.28 
n:65 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.18 psnr_y:57.36 psnr_u:60.71 psnr_v:60.30 
n:66 mse_avg:0.10 mse_y:0.12 mse_u:0.06 mse_v:0.06 psnr_avg:58.22 psnr_y:57.41 psnr_u:60.70 psnr_v:60.28 
