n:1 mse_avg:0.36 mse_y:0.45 mse_u:0.18 mse_v:0.15 psnr_avg:52.63 psnr_y:51.60 psnr_u:55.53 psnr_v:56.31 
n:2 mse_avg:39.17 mse_y:58.37 mse_u:0.96 mse_v:0.55 psnr_avg:32.20 psnr_y:30.47 psnr_u:48.30 psnr_v:50.74 
n:3 mse_avg:39.04 mse_y:58.20 mse_u:0.93 mse_v:0.54 psnr_avg:32.22 psnr_y:30.48 psnr_u:48.43 psnr_v:50.79 
n:4 mse_avg:63.21 mse_y:94.10 mse_u:1.66 mse_v:1.20 psnr_avg:30.12 psnr_y:28.39 psnr_u:45.93 psnr_v:47.35 
n:5 mse_avg:61.15 mse_y:91.02 mse_u:1.62 mse_v:1.20 psnr_avg:30.27 psnr_y:28.54 psnr_u:46.04 psnr_v:47.33 
n:6 mse_avg:80.03 mse_y:118.95 mse_u:2.41 mse_v:1.97 psnr_avg:29.10 psnr_y:27.38 psnr_u:44.30 psnr_v:45.19 
n:7 mse_avg:76.01 mse_y:112.97 mse_u:2.32 mse_v:1.89 psnr_avg:29.32 psnr_y:27.60 psnr_u:44.48 psnr_v:45.37 
n:8 mse_avg:88.69 mse_y:131.60 mse_u:3.07 mse_v:2.64 psnr_avg:28.65 psnr_y:26.94 psnr_u:43.27 psnr_v:43.92 
n:9 mse_avg:87.72 mse_y:130.16 mse_u:3.08 mse_v:2.58 psnr_avg:28.70 psnr_y:26.99 psnr_u:43.25 psnr_v:44.01 
n:10 mse_avg:98.23 mse_y:145.55 mse_u:3.87 mse_v:3.32 psnr_avg:28.21 psnr_y:26.50 psnr_u:42.25 psnr_v:42.92 
n:11 mse_avg:94.27 mse_y:139.65 mse_u:3.80 mse_v:3.26 psnr_avg:28.39 psnr_y:26.68 psnr_u:42.33 psnr_v:43.00 
n:12 mse_avg:102.46 mse_y:151.59 mse_u:4.52 mse_v:3.90 psnr_avg:28.03 psnr_y:26.32 psnr_u:41.58 psnr_v:42.22 
n:13 mse_avg:104.29 mse_y:154.30 mse_u:4.59 mse_v:3.91 psnr_avg:27.95 psnr_y:26.25 psnr_u:41.51 psnr_v:42.21 
n:14 mse_avg:112.55 mse_y:166.38 mse_u:5.26 mse_v:4.52 psnr_avg:27.62 psnr_y:25.92 psnr_u:40.92 psnr_v:41.58 
n:15 mse_avg:109.71 mse_y:162.16 mse_u:5.16 mse_v:4.48 psnr_avg:27.73 psnr_y:26.03 psnr_u:41.00 psnr_v:41.62 
n:16 mse_avg:114.31 mse_y:168.79 mse_u:5.70 mse_v:4.98 psnr_avg:27.55 psnr_y:25.86 psnr_u:40.57 psnr_v:41.16 
n:17 mse_avg:116.06 mse_y:171.41 mse_u:5.70 mse_v:4.98 psnr_avg:27.48 psnr_y:25.79 psnr_u:40.57 psnr_v:41.16 
n:18 mse_avg:121.44 mse_y:179.24 mse_u:6.19 mse_v:5.48 psnr_avg:27.29 psnr_y:25.60 psnr_u:40.21 psnr_v:40.75 
n:19 mse_avg:116.19 mse_y:171.42 mse_u:6.01 mse_v:5.44 psnr_avg:27.48 psnr_y:25.79 psnr_u:40.34 psnr_v:40.77 
n:20 mse_avg:120.30 mse_y:177.37 mse_u:6.44 mse_v:5.87 psnr_avg:27.33 psnr_y:25.64 psnr_u:40.04 psnr_v:40.44 
n:21 mse_avg:122.85 mse_y:181.12 mse_u:6.59 mse_v:6.01 psnr_avg:27.24 psnr_y:25.55 psnr_u:39.94 psnr_v:40.34 
n:22 mse_avg:125.29 mse_y:184.56 mse_u:7.01 mse_v:6.46 psnr_avg:27.15 psnr_y:25.47 psnr_u:39.67 psnr_v:40.03 
n:23 mse_avg:126.17 mse_y:185.85 mse_u:7.07 mse_v:6.55 psnr_avg:27.12 psnr_y:25.44 psnr_u:39.63 psnr_v:39.97 
n:24 mse_avg:129.38 mse_y:190.46 mse_u:7.45 mse_v:6.97 psnr_avg:27.01 psnr_y:25.33 psnr_u:39.41 psnr_v:39.70 
n:25 mse_avg:132.95 mse_y:195.73 mse_u:7.69 mse_v:7.10 psnr_avg:26.89 psnr_y:25.21 psnr_u:39.27 psnr_v:39.62 
n:26 mse_avg:136.33 mse_y:200.60 mse_u:8.05 mse_v:7.56 psnr_avg:26.78 psnr_y:25.11 psnr_u:39.08 psnr_v:39.35 
n:27 mse_avg:138.21 mse_y:203.40 mse_u:8.02 mse_v:7.62 psnr_avg:26.73 psnr_y:25.05 psnr_u:39.09 psnr_v:39.31 
