n:1 mse_avg:2.05 mse_y:2.70 mse_u:0.86 mse_v:0.66 psnr_avg:45.01 psnr_y:43.82 psnr_u:48.80 psnr_v:49.92 
n:2 mse_avg:38.40 mse_y:57.01 mse_u:1.39 mse_v:0.94 psnr_avg:32.29 psnr_y:30.57 psnr_u:46.69 psnr_v:48.38 
n:3 mse_avg:38.37 mse_y:57.00 mse_u:1.33 mse_v:0.91 psnr_avg:32.29 psnr_y:30.57 psnr_u:46.90 psnr_v:48.54 
n:4 mse_avg:62.13 mse_y:92.33 mse_u:1.96 mse_v:1.50 psnr_avg:30.20 psnr_y:28.48 psnr_u:45.20 psnr_v:46.38 
n:5 mse_avg:60.19 mse_y:89.44 mse_u:1.91 mse_v:1.49 psnr_avg:30.34 psnr_y:28.62 psnr_u:45.33 psnr_v:46.40 
n:6 mse_avg:78.76 mse_y:116.93 mse_u:2.64 mse_v:2.20 psnr_avg:29.17 psnr_y:27.45 psnr_u:43.92 psnr_v:44.70 
n:7 mse_avg:74.96 mse_y:111.27 mse_u:2.56 mse_v:2.14 psnr_avg:29.38 psnr_y:27.67 psnr_u:44.05 psnr_v:44.82 
n:8 mse_avg:87.68 mse_y:129.99 mse_u:3.26 mse_v:2.85 psnr_avg:28.70 psnr_y:26.99 psnr_u:42.99 psnr_v:43.58 
n:9 mse_avg:86.62 mse_y:128.40 mse_u:3.27 mse_v:2.81 psnr_avg:28.75 psnr_y:27.05 psnr_u:42.99 psnr_v:43.65 
n:10 mse_avg:96.92 mse_y:143.50 mse_u:4.02 mse_v:3.52 psnr_avg:28.27 psnr_y:26.56 psnr_u:42.08 psnr_v:42.67 
n:11 mse_avg:92.97 mse_y:137.60 mse_u:3.96 mse_v:3.46 psnr_avg:28.45 psnr_y:26.74 psnr_u:42.16 psnr_v:42.73 
n:12 mse_avg:100.93 mse_y:149.22 mse_u:4.61 mse_v:4.09 psnr_avg:28.09 psnr_y:26.39 psnr_u:41.49 psnr_v:42.02 
n:13 mse_avg:102.31 mse_y:151.28 mse_u:4.63 mse_v:4.10 psnr_avg:28.03 psnr_y:26.33 psnr_u:41.48 psnr_v:42.01 
