n:1 mse_avg:0.47 mse_y:0.60 mse_u:0.19 mse_v:0.23 psnr_avg:51.40 psnr_y:50.34 psnr_u:55.31 psnr_v:54.48 
n:2 mse_avg:0.70 mse_y:0.93 mse_u:0.21 mse_v:0.28 psnr_avg:49.67 psnr_y:48.44 psnr_u:54.93 psnr_v:53.64 
n:3 mse_avg:0.77 mse_y:1.02 mse_u:0.22 mse_v:0.29 psnr_avg:49.29 psnr_y:48.03 psnr_u:54.79 psnr_v:53.55 
n:4 mse_avg:0.81 mse_y:1.08 mse_u:0.22 mse_v:0.30 psnr_avg:49.06 psnr_y:47.79 psnr_u:54.70 psnr_v:53.41 
n:5 mse_avg:0.86 mse_y:1.16 mse_u:0.22 mse_v:0.31 psnr_avg:48.77 psnr_y:47.48 psnr_u:54.63 psnr_v:53.21 
n:6 mse_avg:0.87 mse_y:1.17 mse_u:0.22 mse_v:0.32 psnr_avg:48.73 psnr_y:47.44 psnr_u:54.64 psnr_v:53.12 
n:7 mse_avg:1.07 mse_y:1.45 mse_u:0.30 mse_v:0.34 psnr_avg:47.82 psnr_y:46.51 psnr_u:53.41 psnr_v:52.82 
n:8 mse_avg:1.03 mse_y:1.39 mse_u:0.28 mse_v:0.32 psnr_avg:48.01 psnr_y:46.70 psnr_u:53.66 psnr_v:53.05 
n:9 mse_avg:1.03 mse_y:1.39 mse_u:0.28 mse_v:0.32 psnr_avg:48.01 psnr_y:46.69 psnr_u:53.73 psnr_v:53.11 
n:10 mse_avg:1.03 mse_y:1.40 mse_u:0.27 mse_v:0.32 psnr_avg:48.00 psnr_y:46.68 psnr_u:53.75 psnr_v:53.11 
n:11 mse_avg:1.05 mse_y:1.42 mse_u:0.27 mse_v:0.31 psnr_avg:47.94 psnr_y:46.60 psnr_u:53.79 psnr_v:53.15 
n:12 mse_avg:1.02 mse_y:1.38 mse_u:0.28 mse_v:0.32 psnr_avg:48.06 psnr_y:46.74 psnr_u:53.68 psnr_v:53.12 
n:13 mse_avg:1.02 mse_y:1.38 mse_u:0.28 mse_v:0.32 psnr_avg:48.03 psnr_y:46.72 psnr_u:53.69 psnr_v:53.08 
n:14 mse_avg:1.04 mse_y:1.41 mse_u:0.28 mse_v:0.32 psnr_avg:47.97 psnr_y:46.65 psnr_u:53.67 psnr_v:53.03 
n:15 mse_avg:1.09 mse_y:1.48 mse_u:0.28 mse_v:0.35 psnr_avg:47.76 psnr_y:46.43 psnr_u:53.66 psnr_v:52.70 
n:16 mse_avg:1.03 mse_y:1.39 mse_u:0.28 mse_v:0.35 psnr_avg:47.99 psnr_y:46.70 psnr_u:53.62 psnr_v:52.71 
n:17 mse_avg:1.03 mse_y:1.39 mse_u:0.28 mse_v:0.35 psnr_avg:48.00 psnr_y:46.71 psnr_u:53.63 psnr_v:52.70 
n:18 mse_avg:1.02 mse_y:1.38 mse_u:0.28 mse_v:0.35 psnr_avg:48.03 psnr_y:46.74 psnr_u:53.62 psnr_v:52.67 
n:19 mse_avg:1.10 mse_y:1.48 mse_u:0.29 mse_v:0.37 psnr_avg:47.72 psnr_y:46.42 psnr_u:53.56 psnr_v:52.43 
n:20 mse_avg:1.06 mse_y:1.43 mse_u:0.28 mse_v:0.36 psnr_avg:47.88 psnr_y:46.58 psnr_u:53.64 psnr_v:52.52 
n:21 mse_avg:1.06 mse_y:1.43 mse_u:0.28 mse_v:0.36 psnr_avg:47.89 psnr_y:46.59 psnr_u:53.66 psnr_v:52.56 
n:22 mse_avg:1.07 mse_y:1.44 mse_u:0.28 mse_v:0.36 psnr_avg:47.85 psnr_y:46.54 psnr_u:53.67 psnr_v:52.55 
n:23 mse_avg:1.07 mse_y:1.45 mse_u:0.28 mse_v:0.36 psnr_avg:47.82 psnr_y:46.51 psnr_u:53.70 psnr_v:52.58 
n:24 mse_avg:1.04 mse_y:1.40 mse_u:0.29 mse_v:0.36 psnr_avg:47.97 psnr_y:46.68 psnr_u:53.52 psnr_v:52.58 
n:25 mse_avg:1.02 mse_y:1.37 mse_u:0.29 mse_v:0.36 psnr_avg:48.03 psnr_y:46.75 psnr_u:53.55 psnr_v:52.57 
n:26 mse_avg:1.07 mse_y:1.43 mse_u:0.29 mse_v:0.37 psnr_avg:47.85 psnr_y:46.57 psnr_u:53.44 psnr_v:52.41 
n:27 mse_avg:1.06 mse_y:1.43 mse_u:0.29 mse_v:0.38 psnr_avg:47.86 psnr_y:46.58 psnr_u:53.50 psnr_v:52.34 
n:28 mse_avg:1.05 mse_y:1.41 mse_u:0.29 mse_v:0.38 psnr_avg:47.90 psnr_y:46.62 psnr_u:53.47 psnr_v:52.36 
n:29 mse_avg:1.06 mse_y:1.42 mse_u:0.29 mse_v:0.38 psnr_avg:47.88 psnr_y:46.60 psnr_u:53.49 psnr_v:52.36 
n:30 mse_avg:1.08 mse_y:1.45 mse_u:0.29 mse_v:0.38 psnr_avg:47.81 psnr_y:46.53 psnr_u:53.48 psnr_v:52.34 
n:31 mse_avg:1.12 mse_y:1.51 mse_u:0.29 mse_v:0.39 psnr_avg:47.63 psnr_y:46.34 psnr_u:53.43 psnr_v:52.17 
n:32 mse_avg:1.05 mse_y:1.40 mse_u:0.29 mse_v:0.39 psnr_avg:47.93 psnr_y:46.67 psnr_u:53.48 psnr_v:52.23 
n:33 mse_avg:1.03 mse_y:1.38 mse_u:0.29 mse_v:0.39 psnr_avg:48.00 psnr_y:46.74 psnr_u:53.51 psnr_v:52.25 
n:34 mse_avg:1.03 mse_y:1.38 mse_u:0.29 mse_v:0.39 psnr_avg:48.00 psnr_y:46.74 psnr_u:53.51 psnr_v:52.26 
n:35 mse_avg:1.04 mse_y:1.39 mse_u:0.29 mse_v:0.39 psnr_avg:47.97 psnr_y:46.71 psnr_u:53.52 psnr_v:52.23 
n:36 mse_avg:1.02 mse_y:1.36 mse_u:0.29 mse_v:0.39 psnr_avg:48.05 psnr_y:46.80 psnr_u:53.54 psnr_v:52.27 
