n:1 mse_avg:9.37 mse_y:13.56 mse_u:1.05 mse_v:0.94 psnr_avg:38.41 psnr_y:36.81 psnr_u:47.92 psnr_v:48.41 
n:2 mse_avg:13.26 mse_y:19.38 mse_u:1.06 mse_v:0.94 psnr_avg:36.91 psnr_y:35.26 psnr_u:47.89 psnr_v:48.38 
n:3 mse_avg:14.95 mse_y:21.92 mse_u:1.07 mse_v:0.95 psnr_avg:36.38 psnr_y:34.72 psnr_u:47.84 psnr_v:48.34 
n:4 mse_avg:18.82 mse_y:27.71 mse_u:1.11 mse_v:0.98 psnr_avg:35.38 psnr_y:33.70 psnr_u:47.69 psnr_v:48.21 
n:5 mse_avg:17.94 mse_y:26.38 mse_u:1.11 mse_v:0.99 psnr_avg:35.59 psnr_y:33.92 psnr_u:47.69 psnr_v:48.18 
n:6 mse_avg:18.72 mse_y:27.55 mse_u:1.12 mse_v:1.00 psnr_avg:35.41 psnr_y:33.73 psnr_u:47.63 psnr_v:48.12 
n:7 mse_avg:26.21 mse_y:38.49 mse_u:1.77 mse_v:1.56 psnr_avg:33.95 psnr_y:32.28 psnr_u:45.65 psnr_v:46.21 
n:8 mse_avg:21.46 mse_y:31.42 mse_u:1.65 mse_v:1.45 psnr_avg:34.81 psnr_y:33.16 psnr_u:45.97 psnr_v:46.53 
n:9 mse_avg:19.27 mse_y:28.15 mse_u:1.60 mse_v:1.41 psnr_avg:35.28 psnr_y:33.64 psnr_u:46.10 psnr_v:46.64 
n:10 mse_avg:18.84 mse_y:27.51 mse_u:1.59 mse_v:1.41 psnr_avg:35.38 psnr_y:33.74 psnr_u:46.11 psnr_v:46.65 
n:11 mse_avg:19.96 mse_y:29.19 mse_u:1.58 mse_v:1.40 psnr_avg:35.13 psnr_y:33.48 psnr_u:46.13 psnr_v:46.66 
n:12 mse_avg:18.94 mse_y:27.67 mse_u:1.57 mse_v:1.39 psnr_avg:35.36 psnr_y:33.71 psnr_u:46.16 psnr_v:46.69 
n:13 mse_avg:18.62 mse_y:27.20 mse_u:1.56 mse_v:1.39 psnr_avg:35.43 psnr_y:33.79 psnr_u:46.19 psnr_v:46.71 
n:14 mse_avg:18.75 mse_y:27.39 mse_u:1.57 mse_v:1.39 psnr_avg:35.40 psnr_y:33.76 psnr_u:46.18 psnr_v:46.69 
n:15 mse_avg:20.42 mse_y:29.89 mse_u:1.58 mse_v:1.40 psnr_avg:35.03 psnr_y:33.38 psnr_u:46.14 psnr_v:46.67 
n:16 mse_avg:18.87 mse_y:27.57 mse_u:1.57 mse_v:1.39 psnr_avg:35.37 psnr_y:33.73 psnr_u:46.18 psnr_v:46.70 
n:17 mse_avg:18.18 mse_y:26.53 mse_u:1.56 mse_v:1.38 psnr_avg:35.54 psnr_y:33.89 psnr_u:46.21 psnr_v:46.72 
n:18 mse_avg:17.94 mse_y:26.17 mse_u:1.57 mse_v:1.39 psnr_avg:35.59 psnr_y:33.95 psnr_u:46.18 psnr_v:46.69 
n:19 mse_avg:19.58 mse_y:28.62 mse_u:1.58 mse_v:1.41 psnr_avg:35.21 psnr_y:33.56 psnr_u:46.14 psnr_v:46.65 
n:20 mse_avg:18.93 mse_y:27.66 mse_u:1.57 mse_v:1.40 psnr_avg:35.36 psnr_y:33.71 psnr_u:46.16 psnr_v:46.68 
n:21 mse_avg:19.14 mse_y:27.96 mse_u:1.58 mse_v:1.40 psnr_avg:35.31 psnr_y:33.67 psnr_u:46.15 psnr_v:46.68 
n:22 mse_avg:20.83 mse_y:30.48 mse_u:1.62 mse_v:1.44 psnr_avg:34.94 psnr_y:33.29 psnr_u:46.03 psnr_v:46.55 
n:23 mse_avg:21.49 mse_y:31.46 mse_u:1.63 mse_v:1.45 psnr_avg:34.81 psnr_y:33.15 psnr_u:46.00 psnr_v:46.51 
n:24 mse_avg:17.76 mse_y:25.87 mse_u:1.62 mse_v:1.43 psnr_avg:35.64 psnr_y:34.00 psnr_u:46.04 psnr_v:46.56 
