n:1 mse_avg:0.06 mse_y:0.07 mse_u:0.06 mse_v:0.05 psnr_avg:60.01 psnr_y:59.69 psnr_u:60.60 psnr_v:60.83 
n:2 mse_avg:0.14 mse_y:0.16 mse_u:0.09 mse_v:0.09 psnr_avg:56.77 psnr_y:56.10 psnr_u:58.37 psnr_v:58.75 
n:3 mse_avg:0.16 mse_y:0.18 mse_u:0.11 mse_v:0.10 psnr_avg:56.21 psnr_y:55.55 psnr_u:57.72 psnr_v:58.15 
n:4 mse_avg:0.18 mse_y:0.20 mse_u:0.12 mse_v:0.11 psnr_avg:55.70 psnr_y:55.02 psnr_u:57.25 psnr_v:57.72 
n:5 mse_avg:0.18 mse_y:0.21 mse_u:0.13 mse_v:0.11 psnr_avg:55.64 psnr_y:54.99 psnr_u:57.09 psnr_v:57.58 
n:6 mse_avg:0.18 mse_y:0.21 mse_u:0.13 mse_v:0.12 psnr_avg:55.48 psnr_y:54.85 psnr_u:56.87 psnr_v:57.32 
n:7 mse_avg:0.19 mse_y:0.22 mse_u:0.14 mse_v:0.12 psnr_avg:55.41 psnr_y:54.79 psnr_u:56.76 psnr_v:57.22 
n:8 mse_avg:0.19 mse_y:0.22 mse_u:0.14 mse_v:0.13 psnr_avg:55.37 psnr_y:54.77 psnr_u:56.68 psnr_v:57.13 
n:9 mse_avg:0.19 mse_y:0.22 mse_u:0.14 mse_v:0.13 psnr_avg:55.35 psnr_y:54.79 psnr_u:56.55 psnr_v:56.99 
n:10 mse_avg:0.19 mse_y:0.22 mse_u:0.14 mse_v:0.13 psnr_avg:55.34 psnr_y:54.75 psnr_u:56.60 psnr_v:57.05 
n:11 mse_avg:0.19 mse_y:0.22 mse_u:0.14 mse_v:0.13 psnr_avg:55.31 psnr_y:54.73 psnr_u:56.59 psnr_v:57.02 
n:12 mse_avg:0.19 mse_y:0.22 mse_u:0.14 mse_v:0.13 psnr_avg:55.32 psnr_y:54.73 psnr_u:56.58 psnr_v:57.03 
n:13 mse_avg:0.19 mse_y:0.22 mse_u:0.15 mse_v:0.13 psnr_avg:55.28 psnr_y:54.72 psnr_u:56.47 psnr_v:56.91 
n:14 mse_avg:0.19 mse_y:0.22 mse_u:0.15 mse_v:0.13 psnr_avg:55.29 psnr_y:54.72 psnr_u:56.51 psnr_v:56.95 
n:15 mse_avg:0.19 mse_y:0.22 mse_u:0.15 mse_v:0.13 psnr_avg:55.26 psnr_y:54.68 psnr_u:56.50 psnr_v:56.96 
n:16 mse_avg:0.19 mse_y:0.22 mse_u:0.14 mse_v:0.13 psnr_avg:55.29 psnr_y:54.71 psnr_u:56.54 psnr_v:56.96 
n:17 mse_avg:0.19 mse_y:0.22 mse_u:0.15 mse_v:0.13 psnr_avg:55.30 psnr_y:54.74 psnr_u:56.50 psnr_v:56.92 
n:18 mse_avg:0.19 mse_y:0.22 mse_u:0.15 mse_v:0.13 psnr_avg:55.28 psnr_y:54.72 psnr_u:56.47 psnr_v:56.89 
n:19 mse_avg:0.19 mse_y:0.22 mse_u:0.15 mse_v:0.13 psnr_avg:55.24 psnr_y:54.68 psnr_u:56.43 psnr_v:56.84 
n:20 mse_avg:0.20 mse_y:0.22 mse_u:0.15 mse_v:0.13 psnr_avg:55.23 psnr_y:54.67 psnr_u:56.42 psnr_v:56.83 
n:21 mse_avg:0.20 mse_y:0.22 mse_u:0.15 mse_v:0.14 psnr_avg:55.22 psnr_y:54.69 psnr_u:56.32 psnr_v:56.76 
n:22 mse_avg:0.20 mse_y:0.22 mse_u:0.15 mse_v:0.14 psnr_avg:55.23 psnr_y:54.68 psnr_u:56.38 psnr_v:56.80 
