n:1 mse_avg:0.01 mse_y:0.01 mse_u:0.01 mse_v:0.01 psnr_avg:67.46 psnr_y:66.89 psnr_u:68.86 psnr_v:68.92 
n:2 mse_avg:0.07 mse_y:0.10 mse_u:0.03 mse_v:0.03 psnr_avg:59.42 psnr_y:58.27 psnr_u:63.32 psnr_v:63.60 
n:3 mse_avg:0.08 mse_y:0.11 mse_u:0.04 mse_v:0.04 psnr_avg:58.89 psnr_y:57.86 psnr_u:62.12 psnr_v:62.32 
n:4 mse_avg:0.09 mse_y:0.12 mse_u:0.05 mse_v:0.04 psnr_avg:58.50 psnr_y:57.52 psnr_u:61.45 psnr_v:61.68 
n:5 mse_avg:0.09 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.46 psnr_y:57.48 psnr_u:61.40 psnr_v:61.59 
n:6 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.32 psnr_y:57.38 psnr_u:61.12 psnr_v:61.27 
n:7 mse_avg:0.09 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.43 psnr_y:57.50 psnr_u:61.22 psnr_v:61.32 
n:8 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.28 psnr_y:57.38 psnr_u:60.93 psnr_v:61.03 
n:9 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.29 psnr_y:57.37 psnr_u:61.02 psnr_v:61.08 
n:10 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.23 psnr_y:57.33 psnr_u:60.90 psnr_v:60.91 
n:11 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.35 psnr_y:57.45 psnr_u:61.04 psnr_v:61.07 
n:12 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.25 psnr_y:57.35 psnr_u:60.91 psnr_v:60.95 
n:13 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.27 psnr_y:57.36 psnr_u:61.00 psnr_v:61.04 
n:14 mse_avg:0.10 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.26 psnr_y:57.34 psnr_u:61.00 psnr_v:61.06 
n:15 mse_avg:0.09 mse_y:0.12 mse_u:0.05 mse_v:0.05 psnr_avg:58.39 psnr_y:57.45 psnr_u:61.22 psnr_v:61.31 
