n:1 mse_avg:50.95 mse_y:72.88 mse_u:7.89 mse_v:6.26 psnr_avg:31.06 psnr_y:29.50 psnr_u:39.16 psnr_v:40.16 
n:2 mse_avg:52.87 mse_y:75.81 mse_u:7.76 mse_v:6.21 psnr_avg:30.90 psnr_y:29.33 psnr_u:39.23 psnr_v:40.20 
n:3 mse_avg:57.12 mse_y:82.18 mse_u:7.80 mse_v:6.23 psnr_avg:30.56 psnr_y:28.98 psnr_u:39.21 psnr_v:40.18 
n:4 mse_avg:58.58 mse_y:84.34 mse_u:7.82 mse_v:6.27 psnr_avg:30.45 psnr_y:28.87 psnr_u:39.20 psnr_v:40.16 
n:5 mse_avg:62.03 mse_y:89.45 mse_u:7.98 mse_v:6.36 psnr_avg:30.21 psnr_y:28.61 psnr_u:39.11 psnr_v:40.09 
n:6 mse_avg:62.52 mse_y:90.23 mse_u:7.88 mse_v:6.34 psnr_avg:30.17 psnr_y:28.58 psnr_u:39.16 psnr_v:40.11 
n:7 mse_avg:63.79 mse_y:92.12 mse_u:7.91 mse_v:6.35 psnr_avg:30.08 psnr_y:28.49 psnr_u:39.15 psnr_v:40.10 
n:8 mse_avg:64.22 mse_y:92.77 mse_u:7.90 mse_v:6.34 psnr_avg:30.05 psnr_y:28.46 psnr_u:39.16 psnr_v:40.11 
n:9 mse_avg:66.79 mse_y:96.58 mse_u:8.04 mse_v:6.40 psnr_avg:29.88 psnr_y:28.28 psnr_u:39.08 psnr_v:40.07 
n:10 mse_avg:66.65 mse_y:96.42 mse_u:7.94 mse_v:6.30 psnr_avg:29.89 psnr_y:28.29 psnr_u:39.13 psnr_v:40.14 
n:11 mse_avg:66.56 mse_y:96.32 mse_u:7.84 mse_v:6.27 psnr_avg:29.90 psnr_y:28.29 psnr_u:39.19 psnr_v:40.16 
n:12 mse_avg:66.88 mse_y:96.80 mse_u:7.80 mse_v:6.25 psnr_avg:29.88 psnr_y:28.27 psnr_u:39.21 psnr_v:40.17 
n:13 mse_avg:68.54 mse_y:99.27 mse_u:7.89 mse_v:6.29 psnr_avg:29.77 psnr_y:28.16 psnr_u:39.16 psnr_v:40.15 
n:14 mse_avg:66.47 mse_y:96.20 mse_u:7.78 mse_v:6.22 psnr_avg:29.90 psnr_y:28.30 psnr_u:39.22 psnr_v:40.19 
n:15 mse_avg:66.39 mse_y:96.09 mse_u:7.78 mse_v:6.20 psnr_avg:29.91 psnr_y:28.30 psnr_u:39.22 psnr_v:40.21 
n:16 mse_avg:65.89 mse_y:95.34 mse_u:7.80 mse_v:6.18 psnr_avg:29.94 psnr_y:28.34 psnr_u:39.21 psnr_v:40.22 
n:17 mse_avg:69.72 mse_y:101.03 mse_u:7.96 mse_v:6.25 psnr_avg:29.70 psnr_y:28.09 psnr_u:39.12 psnr_v:40.17 
n:18 mse_avg:68.56 mse_y:99.32 mse_u:7.90 mse_v:6.18 psnr_avg:29.77 psnr_y:28.16 psnr_u:39.15 psnr_v:40.22 
n:19 mse_avg:71.55 mse_y:103.78 mse_u:7.98 mse_v:6.21 psnr_avg:29.58 psnr_y:27.97 psnr_u:39.11 psnr_v:40.20 
n:20 mse_avg:71.17 mse_y:103.21 mse_u:8.02 mse_v:6.17 psnr_avg:29.61 psnr_y:27.99 psnr_u:39.09 psnr_v:40.23 
n:21 mse_avg:73.07 mse_y:106.00 mse_u:8.18 mse_v:6.24 psnr_avg:29.49 psnr_y:27.88 psnr_u:39.00 psnr_v:40.18 
n:22 mse_avg:72.52 mse_y:105.21 mse_u:8.08 mse_v:6.20 psnr_avg:29.53 psnr_y:27.91 psnr_u:39.06 psnr_v:40.21 
n:23 mse_avg:73.14 mse_y:106.14 mse_u:8.10 mse_v:6.20 psnr_avg:29.49 psnr_y:27.87 psnr_u:39.04 psnr_v:40.21 
n:24 mse_avg:72.68 mse_y:105.47 mse_u:8.02 mse_v:6.16 psnr_avg:29.52 psnr_y:27.90 psnr_u:39.09 psnr_v:40.24 
n:25 mse_avg:74.65 mse_y:108.39 mse_u:8.13 mse_v:6.23 psnr_avg:29.40 psnr_y:27.78 psnr_u:39.03 psnr_v:40.19 
n:26 mse_avg:72.98 mse_y:105.92 mse_u:8.02 mse_v:6.18 psnr_avg:29.50 psnr_y:27.88 psnr_u:39.09 psnr_v:40.22 
n:27 mse_avg:73.28 mse_y:106.36 mse_u:8.04 mse_v:6.18 psnr_avg:29.48 psnr_y:27.86 psnr_u:39.08 psnr_v:40.22 
n:28 mse_avg:73.86 mse_y:107.22 mse_u:8.06 mse_v:6.20 psnr_avg:29.45 psnr_y:27.83 psnr_u:39.07 psnr_v:40.20 
n:29 mse_avg:74.37 mse_y:107.97 mse_u:8.13 mse_v:6.25 psnr_avg:29.42 psnr_y:27.80 psnr_u:39.03 psnr_v:40.17 
n:30 mse_avg:73.52 mse_y:106.71 mse_u:8.05 mse_v:6.20 psnr_avg:29.47 psnr_y:27.85 psnr_u:39.07 psnr_v:40.20 
n:31 mse_avg:73.85 mse_y:107.19 mse_u:8.12 mse_v:6.18 psnr_avg:29.45 psnr_y:27.83 psnr_u:39.03 psnr_v:40.22 
n:32 mse_avg:74.99 mse_y:108.88 mse_u:8.15 mse_v:6.25 psnr_avg:29.38 psnr_y:27.76 psnr_u:39.02 psnr_v:40.17 
n:33 mse_avg:77.50 mse_y:112.58 mse_u:8.33 mse_v:6.33 psnr_avg:29.24 psnr_y:27.62 psnr_u:38.93 psnr_v:40.12 
n:34 mse_avg:76.64 mse_y:111.34 mse_u:8.20 mse_v:6.29 psnr_avg:29.29 psnr_y:27.66 psnr_u:38.99 psnr_v:40.14 
n:35 mse_avg:76.81 mse_y:111.59 mse_u:8.22 mse_v:6.29 psnr_avg:29.28 psnr_y:27.65 psnr_u:38.98 psnr_v:40.14 
n:36 mse_avg:76.61 mse_y:111.30 mse_u:8.21 mse_v:6.28 psnr_avg:29.29 psnr_y:27.67 psnr_u:38.99 psnr_v:40.15 
n:37 mse_avg:78.07 mse_y:113.46 mse_u:8.29 mse_v:6.32 psnr_avg:29.21 psnr_y:27.58 psnr_u:38.95 psnr_v:40.12 
