n:1 mse_avg:0.01 mse_y:0.01 mse_u:0.01 mse_v:0.01 psnr_avg:67.10 psnr_y:67.13 psnr_u:67.68 psnr_v:66.48 
n:2 mse_avg:0.05 mse_y:0.06 mse_u:0.03 mse_v:0.03 psnr_avg:61.13 psnr_y:60.48 psnr_u:62.89 psnr_v:62.74 
n:3 mse_avg:0.06 mse_y:0.07 mse_u:0.04 mse_v:0.04 psnr_avg:60.48 psnr_y:59.91 psnr_u:61.96 psnr_v:61.89 
n:4 mse_avg:0.06 mse_y:0.07 mse_u:0.04 mse_v:0.04 psnr_avg:60.28 psnr_y:59.74 psnr_u:61.66 psnr_v:61.62 
n:5 mse_avg:0.06 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:60.15 psnr_y:59.62 psnr_u:61.48 psnr_v:61.40 
n:6 mse_avg:0.06 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:60.10 psnr_y:59.62 psnr_u:61.29 psnr_v:61.24 
n:7 mse_avg:0.06 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:60.14 psnr_y:59.64 psnr_u:61.41 psnr_v:61.36 
n:8 mse_avg:0.06 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:60.11 psnr_y:59.56 psnr_u:61.48 psnr_v:61.45 
n:9 mse_avg:0.06 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:60.07 psnr_y:59.53 psnr_u:61.40 psnr_v:61.37 
n:10 mse_avg:0.06 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:60.09 psnr_y:59.57 psnr_u:61.39 psnr_v:61.34 
n:11 mse_avg:0.06 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:60.05 psnr_y:59.54 psnr_u:61.36 psnr_v:61.27 
n:12 mse_avg:0.06 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:60.09 psnr_y:59.59 psnr_u:61.33 psnr_v:61.26 
n:13 mse_avg:0.06 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:60.16 psnr_y:59.66 psnr_u:61.41 psnr_v:61.34 
n:14 mse_avg:0.06 mse_y:0.07 mse_u:0.04 mse_v:0.04 psnr_avg:60.35 psnr_y:59.81 psnr_u:61.67 psnr_v:61.70 
n:15 mse_avg:0.06 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:60.19 psnr_y:59.77 psnr_u:61.30 psnr_v:61.10 
n:16 mse_avg:0.06 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:60.07 psnr_y:59.63 psnr_u:61.21 psnr_v:61.01 
n:17 mse_avg:0.07 mse_y:0.07 mse_u:0.05 mse_v:0.05 psnr_avg:59.98 psnr_y:59.57 psnr_u:61.06 psnr_v:60.80 
