n:1 mse_avg:3.90 mse_y:5.09 mse_u:1.37 mse_v:1.67 psnr_avg:42.22 psnr_y:41.07 psnr_u:46.77 psnr_v:45.90 
n:2 mse_avg:4.79 mse_y:6.40 mse_u:1.39 mse_v:1.75 psnr_avg:41.33 psnr_y:40.07 psnr_u:46.71 psnr_v:45.70 
n:3 mse_avg:5.11 mse_y:6.86 mse_u:1.41 mse_v:1.79 psnr_avg:41.05 psnr_y:39.77 psnr_u:46.64 psnr_v:45.61 
n:4 mse_avg:5.26 mse_y:7.09 mse_u:1.42 mse_v:1.81 psnr_avg:40.92 psnr_y:39.63 psnr_u:46.62 psnr_v:45.56 
n:5 mse_avg:5.40 mse_y:7.28 mse_u:1.43 mse_v:1.82 psnr_avg:40.81 psnr_y:39.51 psnr_u:46.57 psnr_v:45.54 
n:6 mse_avg:5.43 mse_y:7.32 mse_u:1.43 mse_v:1.84 psnr_avg:40.78 psnr_y:39.48 psnr_u:46.57 psnr_v:45.49 
n:7 mse_avg:5.64 mse_y:7.62 mse_u:1.46 mse_v:1.87 psnr_avg:40.62 psnr_y:39.31 psnr_u:46.50 psnr_v:45.42 
n:8 mse_avg:5.67 mse_y:7.68 mse_u:1.45 mse_v:1.89 psnr_avg:40.59 psnr_y:39.28 psnr_u:46.50 psnr_v:45.37 
n:9 mse_avg:5.85 mse_y:7.93 mse_u:1.47 mse_v:1.93 psnr_avg:40.46 psnr_y:39.14 psnr_u:46.46 psnr_v:45.27 
n:10 mse_avg:5.84 mse_y:7.90 mse_u:1.48 mse_v:1.95 psnr_avg:40.47 psnr_y:39.16 psnr_u:46.42 psnr_v:45.24 
n:11 mse_avg:6.02 mse_y:8.15 mse_u:1.52 mse_v:2.00 psnr_avg:40.33 psnr_y:39.02 psnr_u:46.32 psnr_v:45.11 
n:12 mse_avg:6.04 mse_y:8.17 mse_u:1.52 mse_v:2.03 psnr_avg:40.32 psnr_y:39.01 psnr_u:46.30 psnr_v:45.06 
n:13 mse_avg:6.29 mse_y:8.53 mse_u:1.56 mse_v:2.07 psnr_avg:40.14 psnr_y:38.82 psnr_u:46.21 psnr_v:44.97 
n:14 mse_avg:6.17 mse_y:8.35 mse_u:1.56 mse_v:2.06 psnr_avg:40.23 psnr_y:38.92 psnr_u:46.20 psnr_v:44.99 
n:15 mse_avg:6.25 mse_y:8.46 mse_u:1.58 mse_v:2.09 psnr_avg:40.17 psnr_y:38.86 psnr_u:46.15 psnr_v:44.94 
n:16 mse_avg:6.23 mse_y:8.42 mse_u:1.60 mse_v:2.11 psnr_avg:40.19 psnr_y:38.88 psnr_u:46.10 psnr_v:44.88 
n:17 mse_avg:6.38 mse_y:8.65 mse_u:1.60 mse_v:2.12 psnr_avg:40.08 psnr_y:38.76 psnr_u:46.08 psnr_v:44.88 
n:18 mse_avg:6.36 mse_y:8.60 mse_u:1.61 mse_v:2.14 psnr_avg:40.10 psnr_y:38.79 psnr_u:46.06 psnr_v:44.83 
n:19 mse_avg:6.49 mse_y:8.79 mse_u:1.63 mse_v:2.16 psnr_avg:40.01 psnr_y:38.69 psnr_u:46.01 psnr_v:44.78 
n:20 mse_avg:6.51 mse_y:8.81 mse_u:1.64 mse_v:2.17 psnr_avg:40.00 psnr_y:38.68 psnr_u:45.97 psnr_v:44.76 
n:21 mse_avg:6.53 mse_y:8.85 mse_u:1.65 mse_v:2.17 psnr_avg:39.98 psnr_y:38.66 psnr_u:45.96 psnr_v:44.77 
n:22 mse_avg:6.47 mse_y:8.74 mse_u:1.65 mse_v:2.19 psnr_avg:40.02 psnr_y:38.71 psnr_u:45.95 psnr_v:44.72 
n:23 mse_avg:6.54 mse_y:8.83 mse_u:1.68 mse_v:2.26 psnr_avg:39.97 psnr_y:38.67 psnr_u:45.88 psnr_v:44.59 
n:24 mse_avg:6.50 mse_y:8.77 mse_u:1.67 mse_v:2.26 psnr_avg:40.00 psnr_y:38.70 psnr_u:45.90 psnr_v:44.59 
n:25 mse_avg:6.63 mse_y:8.95 mse_u:1.69 mse_v:2.26 psnr_avg:39.92 psnr_y:38.61 psnr_u:45.85 psnr_v:44.59 
n:26 mse_avg:6.52 mse_y:8.79 mse_u:1.68 mse_v:2.27 psnr_avg:39.99 psnr_y:38.69 psnr_u:45.88 psnr_v:44.57 
n:27 mse_avg:6.66 mse_y:8.99 mse_u:1.71 mse_v:2.31 psnr_avg:39.89 psnr_y:38.59 psnr_u:45.81 psnr_v:44.50 
n:28 mse_avg:6.68 mse_y:9.00 mse_u:1.74 mse_v:2.35 psnr_avg:39.88 psnr_y:38.59 psnr_u:45.73 psnr_v:44.42 
n:29 mse_avg:6.91 mse_y:9.33 mse_u:1.78 mse_v:2.38 psnr_avg:39.73 psnr_y:38.43 psnr_u:45.64 psnr_v:44.37 
n:30 mse_avg:6.73 mse_y:9.07 mse_u:1.76 mse_v:2.37 psnr_avg:39.85 psnr_y:38.56 psnr_u:45.68 psnr_v:44.38 
n:31 mse_avg:6.80 mse_y:9.16 mse_u:1.77 mse_v:2.39 psnr_avg:39.81 psnr_y:38.51 psnr_u:45.65 psnr_v:44.34 
n:32 mse_avg:6.74 mse_y:9.07 mse_u:1.77 mse_v:2.39 psnr_avg:39.84 psnr_y:38.56 psnr_u:45.64 psnr_v:44.35 
n:33 mse_avg:6.88 mse_y:9.27 mse_u:1.79 mse_v:2.43 psnr_avg:39.75 psnr_y:38.46 psnr_u:45.60 psnr_v:44.28 
n:34 mse_avg:6.80 mse_y:9.14 mse_u:1.78 mse_v:2.43 psnr_avg:39.81 psnr_y:38.52 psnr_u:45.64 psnr_v:44.28 
n:35 mse_avg:6.90 mse_y:9.29 mse_u:1.79 mse_v:2.44 psnr_avg:39.74 psnr_y:38.45 psnr_u:45.60 psnr_v:44.26 
n:36 mse_avg:6.87 mse_y:9.24 mse_u:1.81 mse_v:2.42 psnr_avg:39.76 psnr_y:38.47 psnr_u:45.56 psnr_v:44.28 
n:37 mse_avg:6.85 mse_y:9.23 mse_u:1.80 mse_v:2.43 psnr_avg:39.77 psnr_y:38.48 psnr_u:45.59 psnr_v:44.28 
n:38 mse_avg:6.70 mse_y:8.99 mse_u:1.79 mse_v:2.45 psnr_avg:39.87 psnr_y:38.59 psnr_u:45.60 psnr_v:44.23 
n:39 mse_avg:6.78 mse_y:9.11 mse_u:1.80 mse_v:2.47 psnr_avg:39.82 psnr_y:38.54 psnr_u:45.58 psnr_v:44.20 
