n:1 mse_avg:0.64 mse_y:0.86 mse_u:0.22 mse_v:0.19 psnr_avg:50.06 psnr_y:48.78 psnr_u:54.78 psnr_v:55.25 
n:2 mse_avg:1.24 mse_y:1.76 mse_u:0.23 mse_v:0.20 psnr_avg:47.18 psnr_y:45.68 psnr_u:54.57 psnr_v:55.05 
n:3 mse_avg:1.33 mse_y:1.88 mse_u:0.24 mse_v:0.22 psnr_avg:46.90 psnr_y:45.39 psnr_u:54.30 psnr_v:54.79 
n:4 mse_avg:1.50 mse_y:2.13 mse_u:0.26 mse_v:0.23 psnr_avg:46.37 psnr_y:44.85 psnr_u:54.02 psnr_v:54.53 
n:5 mse_avg:1.42 mse_y:2.00 mse_u:0.27 mse_v:0.24 psnr_avg:46.62 psnr_y:45.12 psnr_u:53.87 psnr_v:54.38 
n:6 mse_avg:1.46 mse_y:2.07 mse_u:0.27 mse_v:0.24 psnr_avg:46.48 psnr_y:44.97 psnr_u:53.88 psnr_v:54.39 
n:7 mse_avg:1.61 mse_y:2.25 mse_u:0.35 mse_v:0.31 psnr_avg:46.06 psnr_y:44.61 psnr_u:52.70 psnr_v:53.22 
n:8 mse_avg:1.44 mse_y:2.01 mse_u:0.31 mse_v:0.28 psnr_avg:46.54 psnr_y:45.09 psnr_u:53.16 psnr_v:53.69 
n:9 mse_avg:1.44 mse_y:2.02 mse_u:0.31 mse_v:0.28 psnr_avg:46.53 psnr_y:45.08 psnr_u:53.16 psnr_v:53.68 
n:10 mse_avg:1.45 mse_y:2.02 mse_u:0.32 mse_v:0.28 psnr_avg:46.53 psnr_y:45.08 psnr_u:53.09 psnr_v:53.62 
n:11 mse_avg:1.54 mse_y:2.17 mse_u:0.32 mse_v:0.28 psnr_avg:46.24 psnr_y:44.78 psnr_u:53.06 psnr_v:53.59 
n:12 mse_avg:1.45 mse_y:2.03 mse_u:0.32 mse_v:0.28 psnr_avg:46.51 psnr_y:45.06 psnr_u:53.09 psnr_v:53.62 
n:13 mse_avg:1.47 mse_y:2.05 mse_u:0.32 mse_v:0.29 psnr_avg:46.47 psnr_y:45.02 psnr_u:53.07 psnr_v:53.58 
n:14 mse_avg:1.48 mse_y:2.06 mse_u:0.33 mse_v:0.29 psnr_avg:46.44 psnr_y:45.00 psnr_u:52.96 psnr_v:53.47 
n:15 mse_avg:1.58 mse_y:2.22 mse_u:0.33 mse_v:0.29 psnr_avg:46.13 psnr_y:44.67 psnr_u:52.98 psnr_v:53.48 
n:16 mse_avg:1.44 mse_y:2.01 mse_u:0.32 mse_v:0.29 psnr_avg:46.54 psnr_y:45.09 psnr_u:53.02 psnr_v:53.53 
n:17 mse_avg:1.46 mse_y:2.03 mse_u:0.33 mse_v:0.29 psnr_avg:46.50 psnr_y:45.06 psnr_u:53.00 psnr_v:53.50 
n:18 mse_avg:1.43 mse_y:1.99 mse_u:0.33 mse_v:0.30 psnr_avg:46.58 psnr_y:45.15 psnr_u:52.92 psnr_v:53.43 
n:19 mse_avg:1.55 mse_y:2.16 mse_u:0.33 mse_v:0.30 psnr_avg:46.23 psnr_y:44.78 psnr_u:52.90 psnr_v:53.39 
n:20 mse_avg:1.46 mse_y:2.03 mse_u:0.33 mse_v:0.29 psnr_avg:46.49 psnr_y:45.05 psnr_u:52.96 psnr_v:53.47 
n:21 mse_avg:1.49 mse_y:2.08 mse_u:0.33 mse_v:0.29 psnr_avg:46.41 psnr_y:44.96 psnr_u:52.94 psnr_v:53.44 
n:22 mse_avg:1.57 mse_y:2.19 mse_u:0.34 mse_v:0.30 psnr_avg:46.18 psnr_y:44.73 psnr_u:52.81 psnr_v:53.31 
n:23 mse_avg:1.58 mse_y:2.21 mse_u:0.34 mse_v:0.30 psnr_avg:46.14 psnr_y:44.68 psnr_u:52.88 psnr_v:53.39 
n:24 mse_avg:1.41 mse_y:1.96 mse_u:0.34 mse_v:0.30 psnr_avg:46.63 psnr_y:45.21 psnr_u:52.87 psnr_v:53.36 
n:25 mse_avg:1.44 mse_y:2.00 mse_u:0.33 mse_v:0.30 psnr_avg:46.55 psnr_y:45.12 psnr_u:52.94 psnr_v:53.43 
n:26 mse_avg:1.43 mse_y:1.99 mse_u:0.33 mse_v:0.30 psnr_avg:46.56 psnr_y:45.13 psnr_u:52.90 psnr_v:53.40 
