n:1 mse_avg:0.22 mse_y:0.25 mse_u:0.13 mse_v:0.15 psnr_avg:54.80 psnr_y:54.12 psnr_u:56.95 psnr_v:56.34 
n:2 mse_avg:0.32 mse_y:0.40 mse_u:0.15 mse_v:0.17 psnr_avg:53.09 psnr_y:52.12 psnr_u:56.45 psnr_v:55.78 
n:3 mse_avg:0.35 mse_y:0.45 mse_u:0.16 mse_v:0.18 psnr_avg:52.63 psnr_y:51.64 psnr_u:56.12 psnr_v:55.47 
n:4 mse_avg:0.37 mse_y:0.47 mse_u:0.17 mse_v:0.19 psnr_avg:52.45 psnr_y:51.45 psnr_u:55.95 psnr_v:55.33 
n:5 mse_avg:0.38 mse_y:0.48 mse_u:0.17 mse_v:0.20 psnr_avg:52.28 psnr_y:51.29 psnr_u:55.71 psnr_v:55.09 
n:6 mse_avg:0.37 mse_y:0.47 mse_u:0.17 mse_v:0.20 psnr_avg:52.40 psnr_y:51.42 psnr_u:55.79 psnr_v:55.21 
n:7 mse_avg:0.39 mse_y:0.48 mse_u:0.18 mse_v:0.20 psnr_avg:52.27 psnr_y:51.28 psnr_u:55.68 psnr_v:55.09 
n:8 mse_avg:0.39 mse_y:0.49 mse_u:0.18 mse_v:0.20 psnr_avg:52.22 psnr_y:51.23 psnr_u:55.63 psnr_v:55.03 
n:9 mse_avg:0.40 mse_y:0.50 mse_u:0.18 mse_v:0.21 psnr_avg:52.10 psnr_y:51.11 psnr_u:55.52 psnr_v:54.89 
n:10 mse_avg:0.40 mse_y:0.50 mse_u:0.18 mse_v:0.21 psnr_avg:52.11 psnr_y:51.13 psnr_u:55.47 psnr_v:54.91 
n:11 mse_avg:0.41 mse_y:0.51 mse_u:0.19 mse_v:0.22 psnr_avg:52.01 psnr_y:51.04 psnr_u:55.33 psnr_v:54.75 
n:12 mse_avg:0.41 mse_y:0.51 mse_u:0.19 mse_v:0.22 psnr_avg:51.98 psnr_y:51.01 psnr_u:55.28 psnr_v:54.71 
n:13 mse_avg:0.43 mse_y:0.53 mse_u:0.20 mse_v:0.23 psnr_avg:51.84 psnr_y:50.87 psnr_u:55.15 psnr_v:54.56 
n:14 mse_avg:0.41 mse_y:0.52 mse_u:0.20 mse_v:0.22 psnr_avg:51.96 psnr_y:51.01 psnr_u:55.19 psnr_v:54.63 
n:15 mse_avg:0.42 mse_y:0.52 mse_u:0.20 mse_v:0.23 psnr_avg:51.92 psnr_y:50.97 psnr_u:55.14 psnr_v:54.59 
n:16 mse_avg:0.42 mse_y:0.52 mse_u:0.20 mse_v:0.23 psnr_avg:51.91 psnr_y:50.96 psnr_u:55.11 psnr_v:54.55 
n:17 mse_avg:0.42 mse_y:0.53 mse_u:0.20 mse_v:0.23 psnr_avg:51.86 psnr_y:50.91 psnr_u:55.03 psnr_v:54.49 
n:18 mse_avg:0.42 mse_y:0.53 mse_u:0.20 mse_v:0.23 psnr_avg:51.86 psnr_y:50.91 psnr_u:55.02 psnr_v:54.50 
n:19 mse_avg:0.43 mse_y:0.53 mse_u:0.20 mse_v:0.23 psnr_avg:51.81 psnr_y:50.86 psnr_u:55.01 psnr_v:54.47 
n:20 mse_avg:0.44 mse_y:0.55 mse_u:0.21 mse_v:0.24 psnr_avg:51.68 psnr_y:50.73 psnr_u:54.89 psnr_v:54.32 
n:21 mse_avg:0.44 mse_y:0.55 mse_u:0.21 mse_v:0.24 psnr_avg:51.72 psnr_y:50.76 psnr_u:54.95 psnr_v:54.36 
n:22 mse_avg:0.46 mse_y:0.56 mse_u:0.23 mse_v:0.27 psnr_avg:51.54 psnr_y:50.66 psnr_u:54.44 psnr_v:53.86 
