n:1 mse_avg:0.32 mse_y:0.42 mse_u:0.12 mse_v:0.14 psnr_avg:53.05 psnr_y:51.92 psnr_u:57.20 psnr_v:56.75 
n:2 mse_avg:0.55 mse_y:0.75 mse_u:0.14 mse_v:0.15 psnr_avg:50.73 psnr_y:49.36 psnr_u:56.82 psnr_v:56.26 
n:3 mse_avg:0.61 mse_y:0.84 mse_u:0.14 mse_v:0.16 psnr_avg:50.25 psnr_y:48.86 psnr_u:56.53 psnr_v:56.02 
n:4 mse_avg:0.62 mse_y:0.85 mse_u:0.15 mse_v:0.18 psnr_avg:50.17 psnr_y:48.81 psnr_u:56.25 psnr_v:55.66 
n:5 mse_avg:0.67 mse_y:0.91 mse_u:0.16 mse_v:0.18 psnr_avg:49.89 psnr_y:48.52 psnr_u:56.08 psnr_v:55.47 
n:6 mse_avg:0.69 mse_y:0.95 mse_u:0.17 mse_v:0.19 psnr_avg:49.72 psnr_y:48.36 psnr_u:55.87 psnr_v:55.23 
n:7 mse_avg:0.70 mse_y:0.96 mse_u:0.17 mse_v:0.19 psnr_avg:49.68 psnr_y:48.30 psnr_u:55.92 psnr_v:55.30 
n:8 mse_avg:0.70 mse_y:0.93 mse_u:0.23 mse_v:0.25 psnr_avg:49.67 psnr_y:48.44 psnr_u:54.54 psnr_v:54.10 
n:9 mse_avg:0.72 mse_y:0.95 mse_u:0.23 mse_v:0.25 psnr_avg:49.59 psnr_y:48.35 psnr_u:54.45 psnr_v:54.07 
n:10 mse_avg:0.72 mse_y:0.95 mse_u:0.24 mse_v:0.26 psnr_avg:49.58 psnr_y:48.36 psnr_u:54.37 psnr_v:53.98 
n:11 mse_avg:0.73 mse_y:0.97 mse_u:0.24 mse_v:0.26 psnr_avg:49.49 psnr_y:48.25 psnr_u:54.37 psnr_v:54.03 
n:12 mse_avg:0.71 mse_y:0.94 mse_u:0.24 mse_v:0.27 psnr_avg:49.62 psnr_y:48.41 psnr_u:54.26 psnr_v:53.88 
n:13 mse_avg:0.73 mse_y:0.96 mse_u:0.25 mse_v:0.27 psnr_avg:49.52 psnr_y:48.31 psnr_u:54.21 psnr_v:53.86 
n:14 mse_avg:0.73 mse_y:0.96 mse_u:0.25 mse_v:0.27 psnr_avg:49.51 psnr_y:48.30 psnr_u:54.12 psnr_v:53.79 
n:15 mse_avg:0.75 mse_y:0.99 mse_u:0.25 mse_v:0.27 psnr_avg:49.39 psnr_y:48.16 psnr_u:54.20 psnr_v:53.90 
n:16 mse_avg:0.71 mse_y:0.94 mse_u:0.25 mse_v:0.27 psnr_avg:49.59 psnr_y:48.40 psnr_u:54.11 psnr_v:53.78 
n:17 mse_avg:0.73 mse_y:0.96 mse_u:0.25 mse_v:0.27 psnr_avg:49.50 psnr_y:48.29 psnr_u:54.09 psnr_v:53.78 
n:18 mse_avg:0.73 mse_y:0.96 mse_u:0.26 mse_v:0.28 psnr_avg:49.52 psnr_y:48.32 psnr_u:54.06 psnr_v:53.73 
n:19 mse_avg:0.75 mse_y:0.99 mse_u:0.26 mse_v:0.27 psnr_avg:49.39 psnr_y:48.18 psnr_u:54.04 psnr_v:53.74 
n:20 mse_avg:0.73 mse_y:0.95 mse_u:0.26 mse_v:0.28 psnr_avg:49.52 psnr_y:48.33 psnr_u:53.98 psnr_v:53.67 
n:21 mse_avg:0.75 mse_y:0.98 mse_u:0.26 mse_v:0.28 psnr_avg:49.40 psnr_y:48.21 psnr_u:53.93 psnr_v:53.62 
n:22 mse_avg:0.74 mse_y:0.97 mse_u:0.26 mse_v:0.28 psnr_avg:49.46 psnr_y:48.27 psnr_u:53.92 psnr_v:53.62 
n:23 mse_avg:0.75 mse_y:1.00 mse_u:0.26 mse_v:0.28 psnr_avg:49.36 psnr_y:48.14 psnr_u:54.05 psnr_v:53.73 
n:24 mse_avg:0.71 mse_y:0.93 mse_u:0.25 mse_v:0.27 psnr_avg:49.62 psnr_y:48.43 psnr_u:54.08 psnr_v:53.74 
n:25 mse_avg:0.71 mse_y:0.93 mse_u:0.25 mse_v:0.27 psnr_avg:49.62 psnr_y:48.43 psnr_u:54.08 psnr_v:53.74 
n:26 mse_avg:0.71 mse_y:0.93 mse_u:0.25 mse_v:0.28 psnr_avg:49.64 psnr_y:48.45 psnr_u:54.08 psnr_v:53.74 
n:27 mse_avg:0.73 mse_y:0.96 mse_u:0.25 mse_v:0.27 psnr_avg:49.50 psnr_y:48.30 psnr_u:54.08 psnr_v:53.77 
n:28 mse_avg:0.71 mse_y:0.94 mse_u:0.26 mse_v:0.28 psnr_avg:49.59 psnr_y:48.41 psnr_u:54.03 psnr_v:53.71 
n:29 mse_avg:0.73 mse_y:0.95 mse_u:0.26 mse_v:0.28 psnr_avg:49.53 psnr_y:48.34 psnr_u:54.01 psnr_v:53.70 
n:30 mse_avg:0.73 mse_y:0.96 mse_u:0.26 mse_v:0.28 psnr_avg:49.48 psnr_y:48.29 psnr_u:53.94 psnr_v:53.62 
n:31 mse_avg:0.75 mse_y:0.99 mse_u:0.26 mse_v:0.27 psnr_avg:49.38 psnr_y:48.16 psnr_u:54.05 psnr_v:53.75 
n:32 mse_avg:0.72 mse_y:0.94 mse_u:0.26 mse_v:0.28 psnr_avg:49.56 psnr_y:48.38 psnr_u:53.98 psnr_v:53.68 
n:33 mse_avg:0.73 mse_y:0.96 mse_u:0.26 mse_v:0.28 psnr_avg:49.51 psnr_y:48.33 psnr_u:53.94 psnr_v:53.64 
n:34 mse_avg:0.73 mse_y:0.96 mse_u:0.27 mse_v:0.28 psnr_avg:49.48 psnr_y:48.30 psnr_u:53.89 psnr_v:53.60 
n:35 mse_avg:0.75 mse_y:0.99 mse_u:0.26 mse_v:0.28 psnr_avg:49.39 psnr_y:48.20 psnr_u:53.92 psnr_v:53.65 
n:36 mse_avg:0.73 mse_y:0.96 mse_u:0.27 mse_v:0.28 psnr_avg:49.48 psnr_y:48.31 psnr_u:53.85 psnr_v:53.59 
n:37 mse_avg:0.76 mse_y:1.00 mse_u:0.27 mse_v:0.29 psnr_avg:49.33 psnr_y:48.14 psnr_u:53.81 psnr_v:53.51 
n:38 mse_avg:0.75 mse_y:0.98 mse_u:0.27 mse_v:0.29 psnr_avg:49.39 psnr_y:48.21 psnr_u:53.82 psnr_v:53.54 
n:39 mse_avg:0.75 mse_y:0.99 mse_u:0.26 mse_v:0.28 psnr_avg:49.37 psnr_y:48.17 psnr_u:53.97 psnr_v:53.68 
n:40 mse_avg:0.72 mse_y:0.94 mse_u:0.27 mse_v:0.29 psnr_avg:49.58 psnr_y:48.42 psnr_u:53.85 psnr_v:53.54 
n:41 mse_avg:0.72 mse_y:0.94 mse_u:0.27 mse_v:0.29 psnr_avg:49.56 psnr_y:48.39 psnr_u:53.89 psnr_v:53.56 
n:42 mse_avg:0.72 mse_y:0.93 mse_u:0.27 mse_v:0.29 psnr_avg:49.58 psnr_y:48.42 psnr_u:53.85 psnr_v:53.51 
n:43 mse_avg:0.73 mse_y:0.95 mse_u:0.27 mse_v:0.29 psnr_avg:49.52 psnr_y:48.35 psnr_u:53.90 psnr_v:53.58 
n:44 mse_avg:0.72 mse_y:0.94 mse_u:0.27 mse_v:0.29 psnr_avg:49.57 psnr_y:48.41 psnr_u:53.83 psnr_v:53.49 
n:45 mse_avg:0.73 mse_y:0.96 mse_u:0.27 mse_v:0.29 psnr_avg:49.49 psnr_y:48.32 psnr_u:53.82 psnr_v:53.49 
n:46 mse_avg:0.74 mse_y:0.96 mse_u:0.27 mse_v:0.30 psnr_avg:49.46 psnr_y:48.30 psnr_u:53.76 psnr_v:53.43 
n:47 mse_avg:0.75 mse_y:0.98 mse_u:0.27 mse_v:0.29 psnr_avg:49.40 psnr_y:48.21 psnr_u:53.85 psnr_v:53.54 
n:48 mse_avg:0.72 mse_y:0.94 mse_u:0.27 mse_v:0.29 psnr_avg:49.57 psnr_y:48.41 psnr_u:53.79 psnr_v:53.48 
n:49 mse_avg:0.73 mse_y:0.96 mse_u:0.27 mse_v:0.29 psnr_avg:49.49 psnr_y:48.33 psnr_u:53.77 psnr_v:53.47 
n:50 mse_avg:0.73 mse_y:0.95 mse_u:0.28 mse_v:0.30 psnr_avg:49.49 psnr_y:48.33 psnr_u:53.70 psnr_v:53.41 
n:51 mse_avg:0.33 mse_y:0.42 mse_u:0.15 mse_v:0.16 psnr_avg:52.90 psnr_y:51.85 psnr_u:56.50 psnr_v:56.17 
n:52 mse_avg:0.56 mse_y:0.76 mse_u:0.17 mse_v:0.18 psnr_avg:50.62 psnr_y:49.33 psnr_u:55.92 psnr_v:55.51 
n:53 mse_avg:0.62 mse_y:0.83 mse_u:0.17 mse_v:0.19 psnr_avg:50.24 psnr_y:48.93 psnr_u:55.72 psnr_v:55.27 
n:54 mse_avg:0.63 mse_y:0.85 mse_u:0.18 mse_v:0.20 psnr_avg:50.12 psnr_y:48.82 psnr_u:55.55 psnr_v:55.08 
n:55 mse_avg:0.66 mse_y:0.89 mse_u:0.18 mse_v:0.20 psnr_avg:49.95 psnr_y:48.63 psnr_u:55.55 psnr_v:55.06 
n:56 mse_avg:0.63 mse_y:0.84 mse_u:0.19 mse_v:0.21 psnr_avg:50.16 psnr_y:48.89 psnr_u:55.33 psnr_v:54.82 
n:57 mse_avg:0.64 mse_y:0.86 mse_u:0.19 mse_v:0.22 psnr_avg:50.06 psnr_y:48.79 psnr_u:55.25 psnr_v:54.75 
n:58 mse_avg:0.64 mse_y:0.86 mse_u:0.20 mse_v:0.22 psnr_avg:50.06 psnr_y:48.80 psnr_u:55.12 psnr_v:54.62 
n:59 mse_avg:0.66 mse_y:0.88 mse_u:0.20 mse_v:0.23 psnr_avg:49.93 psnr_y:48.67 psnr_u:55.07 psnr_v:54.59 
n:60 mse_avg:0.65 mse_y:0.87 mse_u:0.21 mse_v:0.23 psnr_avg:49.97 psnr_y:48.73 psnr_u:54.95 psnr_v:54.44 
n:61 mse_avg:0.67 mse_y:0.89 mse_u:0.21 mse_v:0.24 psnr_avg:49.86 psnr_y:48.61 psnr_u:54.83 psnr_v:54.36 
n:62 mse_avg:0.68 mse_y:0.90 mse_u:0.22 mse_v:0.25 psnr_avg:49.84 psnr_y:48.61 psnr_u:54.68 psnr_v:54.22 
n:63 mse_avg:0.69 mse_y:0.92 mse_u:0.22 mse_v:0.24 psnr_avg:49.72 psnr_y:48.47 psnr_u:54.75 psnr_v:54.31 
n:64 mse_avg:0.67 mse_y:0.89 mse_u:0.23 mse_v:0.25 psnr_avg:49.87 psnr_y:48.65 psnr_u:54.61 psnr_v:54.18 
n:65 mse_avg:0.69 mse_y:0.91 mse_u:0.23 mse_v:0.25 psnr_avg:49.76 psnr_y:48.53 psnr_u:54.58 psnr_v:54.17 
