4474773,I

859377,P
1198213,P
1694464,P
880270,P
939162,P
3421766,P
914570,P
1016730,P
866749,P
1236614,P
697134,P
1013876,P
1047530,P
1291522,P
606358,P
1179490,P
817606,P
1208394,P
725485,P
1119909,P
1395919,P
1028246,P
1008208,P
941164,P
1031520,P
947618,P
989596,P
938924,P
1148731,P
913506,P
988627,P
1103229,P
970020,P
734397,P
938089,P
1530531,P
782292,P
837208,P
899904,P
868652,P
738532,P
1032877,P
1008290,P
896062,P
948979,P
1043052,P
873469,P
968688,P
909523,P
4311075,I
1064261,P
710973,P
770581,P
819646,P
885558,P
626999,P
1002874,P
871128,P
958591,P
744079,P
1002533,P
1113277,P
1027466,P
781887,P
862302,P
1589554,P
814554,P
854615,P
867940,P
969790,P
885598,P
904125,P
996941,P
914605,P
929057,P
974098,P
797489,P
1228075,P
860693,P
1011720,P
1161074,P
691268,P
1005452,P
774118,P
1118241,P
812220,P
944806,P
789485,P
1000584,P
910929,P
956596,P
861050,P
1113308,P
891218,P
1098379,P
1443807,P
898934,P
967704,P
909193,P
4253189,I
648846,P
883073,P
814911,P
794622,P
742525,P
1022699,P
818412,P
939695,P
836701,P
1144232,P
1193066,P
655095,P
914179,P
819478,P
1018652,P
755951,P
869825,P
974954,P
1058036,P
699995,P
1013273,P
1166249,P
817078,P
565801,P
1051729,P
1859785,P
903222,P
877550,P
864652,P
948040,P
748151,P
940092,P
979455,P
1009413,P
838054,P
881999,P
790927,P
1013322,P
875971,P
969175,P
1208712,P
784336,P
828358,P
945696,P
1094612,P
728920,P
993865,P
1000135,P
1113833,P
4158510,I
752525,P
903741,P
1030827,P
624440,P
946493,P
1319547,P
766293,P
3154331,P
520978,P
753100,P
1030999,P
1215432,P
750021,P
1004096,P
896419,P
1269431,P
554698,P
1044166,P
842422,P
1113363,P
1267071,P
762809,P
944718,P
1197064,P
925314,P
732046,P
1122162,P
979002,P
1131526,P
605008,P
928938,P
999207,P
1087817,P
827193,P
967861,P
1713012,P
840712,P
864376,P
898025,P
983847,P
870155,P
921302,P
944476,P
1003654,P
741458,P
1160122,P
946862,P
1262260,P
932417,P
4054420,I
1127160,P
636828,P
994358,P
798582,P
1123704,P
984882,P
871328,P
860933,P
1040490,P
782979,P
965878,P
823313,P
1106887,P
941570,P
1037429,P
1437145,P
974993,P
1047335,P
949743,P
977224,P
819926,P
1009129,P
855797,P
861558,P
898620,P
1001184,P
955484,P
979627,P
922170,P
1145942,P
1173769,P
683894,P
891037,P
966528,P
1291491,P
780298,P
902004,P
1006998,P
827489,P
884411,P
945615,P
1112684,P
906149,P
883213,P
950875,P
1877542,P
869670,P
995538,P
932450,P
4111576,I
725676,P
833564,P
926708,P
992122,P
762293,P
898541,P
832461,P
1015964,P
717536,P
1088018,P
1350850,P
786127,P
1022670,P
1059345,P
1041647,P
754936,P
920600,P
882904,P
1158633,P
730394,P
959706,P
879781,P
1096895,P
905920,P
912327,P
1516604,P
1002473,P
1237586,P
896382,P
892113,P
879468,P
938679,P
979195,P
984618,P
858715,P
999726,P
834322,P
854863,P
827493,P
1063014,P
1204934,P
720714,P
1066228,P
1011660,P
1050489,P
781165,P
1058662,P
767400,P
984008,P
3724350,I
1001221,P
784326,P
936333,P
762317,P
945831,P
1329462,P
893383,P
896394,P
954837,P
3273409,P
645631,P
1337054,P
996702,P
1159614,P
992848,P
1067383,P
1112827,P
1360621,P
691004,P
1205780,P
1431501,P
1055324,P
784029,P
1092852,P
1010344,P
1344786,P
1004953,P
771576,P
1116095,P
1066707,P
988477,P
795453,P
1062491,P
1159851,P
1032621,P
1429396,P
894641,P
1070148,P
983583,P
971697,P
855734,P
1014044,P
855272,P
915627,P
938247,P
995602,P
961718,P
999487,P
836709,P
3846945,I
1225290,P
772179,P
944417,P
982122,P
1035920,P
880993,P
861455,P
967862,P
938367,P
790242,P
963983,P
1116075,P
989354,P
739196,P
1233599,P
1859691,P
1013787,P
1018194,P
953915,P
1021641,P
909341,P
909542,P
971739,P
1063532,P
618969,P
986016,P
892200,P
1051153,P
681091,P
1286169,P
1230394,P
846605,P
925357,P
901496,P
1122070,P
807868,P
1010211,P
806590,P
1170886,P
765875,P
896479,P
829887,P
995315,P
891129,P
835215,P
1378988,P
980670,P
1074339,P
904874,P
3435472,I
577900,P
928120,P
921697,P
965571,P
852950,P
974792,P
778857,P
814025,P
904567,P
1017157,P
1116918,P
680533,P
879688,P
995915,P
908170,P
738364,P
914611,P
819147,P
1050834,P
810010,P
808088,P
930692,P
927392,P
727398,P
928678,P
1466887,P
887812,P
1017332,P
1000272,P
1221962,P
944105,P
965572,P
980477,P
993918,P
897359,P
936747,P
951588,P
1171542,P
446539,P
1001232,P
1102750,P
720875,P
891390,P
864361,P
962589,P
990820,P
809723,P
861818,P
1056244,P
3324496,I
749712,P
806532,P
1099152,P
825766,P
644660,P
1230878,P
859718,P
952030,P
810405,P
872743,P
997382,P
2566426,P
567536,P
1325149,P
1001760,P
1278580,P
612534,P
1287720,P
1058908,P
1450156,P
938376,P
1033062,P
986168,P
1197362,P
936550,P
797739,P
1116094,P
1432450,P
818925,P
958893,P
1153938,P
1258286,P
1020405,P
1150183,P
837751,P
2091956,P
1096499,P
1056497,P
1088558,P
1281522,P
822283,P
1136736,P
1288919,P
1200573,P
553653,P
1348696,P
1087980,P
1231461,P
785915,P
3676293,I
1544889,P
1045580,P
1121420,P
1031117,P
1235755,P
1075955,P
1153950,P
918614,P
1006033,P
1081364,P
791036,P
746913,P
977266,P
848028,P
738501,P
1043184,P
825357,P
707873,P
630198,P
690736,P
597597,P
619975,P
597546,P
495529,P
630714,P
543040,P
527347,P
384871,P
430154,P
471166,P
479354,P
427402,P
486432,P
622388,P
409944,P
413613,P
385514,P
529970,P
454578,P
414411,P
384148,P
518024,P
367185,P
371826,P
394870,P
590992,P
432379,P
454588,P
469096,P
1928992,I
342942,P
408570,P
472231,P
467503,P
423766,P
423772,P
536578,P
460114,P
370084,P
410059,P
440907,P
450788,P
480615,P
445921,P
486245,P
487981,P
443323,P
529732,P
437734,P
415654,P
399728,P
441475,P
447872,P
487734,P
350615,P
445463,P
413991,P
418788,P
393200,P
406573,P
401851,P
455131,P
451535,P
403021,P
429055,P
448452,P
436260,P
406067,P
414815,P
497401,P
370625,P
411847,P
396094,P
412426,P
413261,P
370939,P
438269,P
534801,P
389370,P
1733157,I
254812,P
385064,P
377095,P
399175,P
412317,P
548882,P
284148,P
436019,P
473990,P
416824,P
424716,P
423202,P
530978,P
1317408,P
352815,P
481158,P
490582,P
517545,P
326753,P
592640,P
749607,P
567499,P
438251,P
486555,P
562725,P
540909,P
292884,P
732244,P
685503,P
506637,P
322531,P
582011,P
509839,P
456141,P
491136,P
688665,P
452137,P
629959,P
456469,P
468510,P
462323,P
550316,P
619102,P
574596,P
465890,P
565959,P
450914,P
422917,P
473251,P
2118806,I
377464,P
415775,P
445098,P
523643,P
493473,P
455694,P
426391,P
710546,P
517465,P
412112,P
432723,P
609996,P
406854,P
433983,P
385849,P
687308,P
474730,P
506298,P
515913,P
640566,P
431384,P
483220,P
646374,P
518157,P
501911,P
524249,P
636190,P
495999,P
477061,P
471803,P
510971,P
482461,P
479099,P
507275,P
545166,P
550790,P
473595,P
561007,P
499364,P
461520,P
404517,P
484890,P
548338,P
478433,P
380975,P
524856,P
402081,P
513879,P
438368,P
1961386,I
304065,P
489668,P
407735,P
455725,P
432888,P
493999,P
430796,P
536998,P
443061,P
559801,P
354677,P
378354,P
435312,P
476746,P
377847,P
430722,P
458379,P
548593,P
370575,P
382958,P
401576,P
502622,P
385826,P
424172,P
430537,P
589263,P
349771,P
414064,P
397328,P
443543,P
379946,P
423271,P
456186,P
525429,P
375230,P
401856,P
496826,P
428120,P
394971,P
423506,P
449049,P
519476,P
327696,P
361354,P
403162,P
407828,P
356642,P
501001,P
406761,P
1957439,I
291078,P
345179,P
400630,P
368238,P
374069,P
477245,P
407702,P
517520,P
381994,P
395089,P
450217,P
462029,P
602011,P
447254,P
442210,P
1355757,P
291659,P
384695,P
